Cavity #62       
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0785e9 	594.4399999999999	1.6322e6	1   	0.                
   lr(2) =       	2.5739e9 	56978.           	6471.9  	1   	0.                
   lr(3) =       	1.871e9  	35325.           	4134.1  	1   	0.                
   lr(4) =       	1.8711e9 	38363.           	2104.   	1   	0.                
   lr(5) =       	1.7414e9 	48799.           	1374.8  	1   	0.                
   lr(6) =       	1.715e9  	46016.           	1323.6  	1   	0.                
   lr(7) =       	1.8562e9 	22404.           	2387.1  	1   	0.                
   lr(8) =       	1.8716e9 	37248.           	1295.3  	1   	0.                
   lr(9) =       	1.881e9  	9511.699999999999	3890.   	1   	0.                
   lr(10) =      	2.5523e9 	10743.           	3375.1  	1   	0.                
/                
