Cavity #70       
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0613e9 	520.23    	8.1772e6	1   	0.                
   lr(2) =       	2.5548e9 	71010.    	7416.5  	1   	0.                
   lr(3) =       	8.8318e9 	6718.9    	99117.  	1   	0.                
   lr(4) =       	1.7356e9 	48233.    	2056.5  	1   	0.                
   lr(5) =       	1.7008e9 	46222.    	1572.2  	1   	0.                
   lr(6) =       	2.5442e9 	14600.    	4700.4  	1   	0.                
   lr(7) =       	1.8707e9 	36923.    	1190.2  	1   	0.                
   lr(8) =       	1.8577e9 	23515.    	1495.8  	1   	0.                
   lr(9) =       	1.8716e9 	39728.    	760.68  	1   	0.                
   lr(10) =      	1.8732e9 	33587.    	531.49  	1   	0.                
/                
