Cavity #13       
                 	Frequency	R/Q               	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0613e9 	546.0600000000001 	3.3434e7	1   	0.                
   lr(2) =       	3.0767e9 	973.65            	2.167e6 	1   	0.                
   lr(3) =       	2.559e9  	65973.            	11973.  	1   	0.                
   lr(4) =       	3.0807e9 	2755.6000000000004	180290. 	1   	0.                
   lr(5) =       	1.7099e9 	49471.            	1581.3  	1   	0.                
   lr(6) =       	1.8726e9 	34685.            	2420.2  	1   	0.                
   lr(7) =       	1.7388e9 	45374.            	1559.8  	1   	0.                
   lr(8) =       	1.8549e9 	28127.            	2201.7  	1   	0.                
   lr(9) =       	1.873e9  	37491.            	1340.8  	1   	0.                
   lr(10) =      	1.8738e9 	35191.            	865.11  	1   	0.                
/                
