Cavity #82       
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.565e9  	72335.           	13022. 	1   	0.                
   lr(2) =       	8.8687e9 	4647.3           	169640.	1   	0.                
   lr(3) =       	8.8687e9 	4637.1           	169480.	1   	0.                
   lr(4) =       	1.7401e9 	55915.           	1737.1 	1   	0.                
   lr(5) =       	1.7052e9 	47508.           	1870.  	1   	0.                
   lr(6) =       	1.8717e9 	35402.           	1081.7 	1   	0.                
   lr(7) =       	1.8707e9 	34181.           	1092.8 	1   	0.                
   lr(8) =       	1.8727e9 	36850.           	1004.4 	1   	0.                
   lr(9) =       	1.8589e9 	21818.           	1025.4 	1   	0.                
   lr(10) =      	1.8816e9 	7754.299999999999	2312.5 	1   	0.                
/                
