Cavity #90       
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.074e9  	2046.5    	4.0635e6	1   	0.                
   lr(2) =       	3.0657e9 	376.39    	5.2727e6	1   	0.                
   lr(3) =       	2.5594e9 	69050.    	3335.8  	1   	0.                
   lr(4) =       	1.7076e9 	54065.    	1820.2  	1   	0.                
   lr(5) =       	1.7412e9 	42194.    	1996.6  	1   	0.                
   lr(6) =       	1.8574e9 	30876.    	2656.7  	1   	0.                
   lr(7) =       	1.8737e9 	36442.    	1727.8  	1   	0.                
   lr(8) =       	1.8747e9 	38186.    	1073.   	1   	0.                
   lr(9) =       	1.8753e9 	35413.    	766.44  	1   	0.                
   lr(10) =      	2.5526e9 	12890.    	2707.9  	1   	0.                
/                
