Cavity #62       
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0662e9 	309.02           	3.988e7 	1   	0.                
   lr(2) =       	2.5563e9 	72277.           	11128.  	1   	0.                
   lr(3) =       	3.067e9  	440.32           	1.9099e6	1   	0.                
   lr(4) =       	1.7071e9 	50303.00000000001	2007.   	1   	0.                
   lr(5) =       	1.7379e9 	48832.00000000001	1694.2  	1   	0.                
   lr(6) =       	1.8718e9 	38467.           	1089.9  	1   	0.                
   lr(7) =       	1.8708e9 	37951.           	1097.4  	1   	0.                
   lr(8) =       	1.8727e9 	39630.           	1050.8  	1   	0.                
   lr(9) =       	1.857e9  	24623.           	1091.9  	1   	0.                
   lr(10) =      	1.8801e9 	7572.6           	2711.1  	1   	0.                
/                
