Cavity #73       
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0873e9 	3213.5000000000005	79348.	1   	0.                
   lr(2) =       	1.7115e9 	53928.            	1877.6	1   	0.                
   lr(3) =       	1.7413e9 	44013.            	1667.6	1   	0.                
   lr(4) =       	1.8718e9 	32510.            	2148.2	1   	0.                
   lr(5) =       	1.871e9  	29615.999999999996	1474.6	1   	0.                
   lr(6) =       	1.8585e9 	23962.            	1808. 	1   	0.                
   lr(7) =       	1.8722e9 	36717.            	1073.8	1   	0.                
   lr(8) =       	2.5532e9 	18903.            	2399.8	1   	0.                
   lr(9) =       	2.5548e9 	18180.            	1255.2	1   	0.                
   lr(10) =      	1.6788e9 	12375.            	840.19	1   	0.                
/                
