Cavity #56       
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0661e9 	4767.9           	209500.	1   	0.                
   lr(2) =       	2.5398e9 	79009.           	7014.6 	1   	0.                
   lr(3) =       	3.0661e9 	4955.1           	41102. 	1   	0.                
   lr(4) =       	1.6997e9 	50221.           	1507.5 	1   	0.                
   lr(5) =       	1.7366e9 	36711.           	1958.6 	1   	0.                
   lr(6) =       	1.8675e9 	46106.           	1481.8 	1   	0.                
   lr(7) =       	2.5384e9 	56795.           	949.06 	1   	0.                
   lr(8) =       	1.853e9  	22106.           	1268.5 	1   	0.                
   lr(9) =       	1.8683e9 	52150.99999999999	435.8  	1   	0.                
   lr(10) =      	1.8697e9 	43606.99999999999	311.22 	1   	0.                
/                
