Cavity #66       
                 	Frequency	R/Q               	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.3863e9 	184.45            	3.8767e7	1   	0.                
   lr(2) =       	3.0696e9 	402.94000000000005	4.2822e6	1   	0.                
   lr(3) =       	2.5624e9 	67880.            	17127.  	1   	0.                
   lr(4) =       	3.0797e9 	1851.7            	410160. 	1   	0.                
   lr(5) =       	1.7065e9 	50376.            	2056.8  	1   	0.                
   lr(6) =       	1.7404e9 	51033.            	1919.4  	1   	0.                
   lr(7) =       	1.8735e9 	35785.            	1184.   	1   	0.                
   lr(8) =       	1.8742e9 	37312.            	1134.   	1   	0.                
   lr(9) =       	1.8722e9 	36712.            	995.36  	1   	0.                
   lr(10) =      	1.8556e9 	27677.            	1288.4  	1   	0.                
/                
