Cavity #65       
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5492e9 	63672.00000000001 	4004.6	1   	0.                
   lr(2) =       	3.0697e9 	2491.6            	77490.	1   	0.                
   lr(3) =       	1.7358e9 	42454.            	1669.8	1   	0.                
   lr(4) =       	1.8681e9 	43089.00000000001 	1669.6	1   	0.                
   lr(5) =       	1.702e9  	48968.99999999999 	1292.9	1   	0.                
   lr(6) =       	1.8692e9 	45047.            	1085.5	1   	0.                
   lr(7) =       	2.5356e9 	21878.000000000004	2987.3	1   	0.                
   lr(8) =       	1.8553e9 	24416.000000000004	1500.5	1   	0.                
   lr(9) =       	1.8694e9 	36736.            	582.86	1   	0.                
   lr(10) =      	1.8807e9 	9154.7            	1616.6	1   	0.                
/                
