Cavity #106      
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5606e9 	67142.            	28770.	1   	0.                
   lr(2) =       	1.7361e9 	48944.            	2013.8	1   	0.                
   lr(3) =       	1.7034e9 	47349.            	1410.2	1   	0.                
   lr(4) =       	1.8702e9 	40779.            	1556.1	1   	0.                
   lr(5) =       	1.6329e9 	2387.1            	15150.	1   	0.                
   lr(6) =       	1.8712e9 	43440.            	890.97	1   	0.                
   lr(7) =       	1.8564e9 	24961.000000000004	1491.8	1   	0.                
   lr(8) =       	2.5423e9 	6709.500000000001 	5259.8	1   	0.                
   lr(9) =       	2.5257e9 	11799.            	2051.1	1   	0.                
   lr(10) =      	1.8719e9 	31677.            	438.2 	1   	0.                
/                
