Cavity #92       
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5543e9 	69638.            	16954. 	1   	0.                
   lr(2) =       	3.073e9  	1016.             	521990.	1   	0.                
   lr(3) =       	1.7047e9 	54119.            	2029.5 	1   	0.                
   lr(4) =       	1.7385e9 	41261.            	1840.9 	1   	0.                
   lr(5) =       	3.077e9  	2976.7            	37540. 	1   	0.                
   lr(6) =       	1.8711e9 	37966.            	1381.2 	1   	0.                
   lr(7) =       	1.8704e9 	35840.            	1357.7 	1   	0.                
   lr(8) =       	1.8538e9 	28222.999999999996	1244.6 	1   	0.                
   lr(9) =       	1.8722e9 	41368.            	805.51 	1   	0.                
   lr(10) =      	1.6752e9 	10585.            	847.56 	1   	0.                
/                
