Cavity #17       
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0492e9 	1019.     	1.14e6 	1   	0.                
   lr(2) =       	3.0492e9 	997.42    	903160.	1   	0.                
   lr(3) =       	3.0679e9 	2347.9    	245400.	1   	0.                
   lr(4) =       	2.5449e9 	60094.    	3685.5 	1   	0.                
   lr(5) =       	2.5448e9 	55864.    	3343.6 	1   	0.                
   lr(6) =       	1.8674e9 	44484.    	2003.2 	1   	0.                
   lr(7) =       	1.7357e9 	34683.    	1834.  	1   	0.                
   lr(8) =       	1.6999e9 	45747.    	1044.5 	1   	0.                
   lr(9) =       	1.8543e9 	23374.    	1769.8 	1   	0.                
   lr(10) =      	1.8679e9 	49397.    	492.46 	1   	0.                
/                
