Cavity #57       
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0688e9 	366.21    	7.1934e6	1   	0.                
   lr(2) =       	2.5566e9 	65920.    	3920.1  	1   	0.                
   lr(3) =       	1.7024e9 	54303.    	2022.5  	1   	0.                
   lr(4) =       	1.7396e9 	44024.    	2117.3  	1   	0.                
   lr(5) =       	3.0764e9 	3766.     	30558.  	1   	0.                
   lr(6) =       	1.8702e9 	35477.    	1261.6  	1   	0.                
   lr(7) =       	2.5474e9 	16114.    	3528.4  	1   	0.                
   lr(8) =       	1.8565e9 	25336.    	1573.1  	1   	0.                
   lr(9) =       	1.8711e9 	38282.    	790.87  	1   	0.                
   lr(10) =      	1.8724e9 	36238.    	667.34  	1   	0.                
/                
