Cavity #32       
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0562e9 	664.3000000000001	4.6698e6	1   	0.                
   lr(2) =       	3.0562e9 	663.7800000000001	4.6604e6	1   	0.                
   lr(3) =       	2.5515e9 	64414.99999999999	9090.4  	1   	0.                
   lr(4) =       	3.0738e9 	3318.3           	130350. 	1   	0.                
   lr(5) =       	1.7028e9 	50906.           	1726.9  	1   	0.                
   lr(6) =       	1.734e9  	39919.           	1705.7  	1   	0.                
   lr(7) =       	1.8694e9 	38894.           	1583.   	1   	0.                
   lr(8) =       	1.8703e9 	40387.00000000001	1108.   	1   	0.                
   lr(9) =       	1.8528e9 	25715.           	1424.3  	1   	0.                
   lr(10) =      	1.8711e9 	39150.           	876.9   	1   	0.                
/                
