Cavity #99       
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0726e9 	3893.2            	1.368e7	1   	0.                
   lr(2) =       	2.5491e9 	72772.            	18701. 	1   	0.                
   lr(3) =       	1.7007e9 	48812.            	1447.6 	1   	0.                
   lr(4) =       	1.7347e9 	41742.            	1693.6 	1   	0.                
   lr(5) =       	1.8677e9 	39592.            	1821.3 	1   	0.                
   lr(6) =       	1.8684e9 	36818.            	1070.4 	1   	0.                
   lr(7) =       	1.8532e9 	23937.            	1372.5 	1   	0.                
   lr(8) =       	4.6685e9 	10333.000000000002	6780.4 	1   	0.                
   lr(9) =       	1.8693e9 	42189.            	475.71 	1   	0.                
   lr(10) =      	1.8788e9 	10532.999999999998	1616.7 	1   	0.                
/                
