Cavity #98       
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	5.5949e9 	2632.7    	317430.	1   	0.                
   lr(2) =       	3.0809e9 	3387.     	87486. 	1   	0.                
   lr(3) =       	1.7043e9 	52318.    	1637.  	1   	0.                
   lr(4) =       	1.7415e9 	43282.    	1720.7 	1   	0.                
   lr(5) =       	2.5584e9 	51863.    	2060.3 	1   	0.                
   lr(6) =       	1.8723e9 	35903.    	1954.6 	1   	0.                
   lr(7) =       	2.5458e9 	30669.    	2987.8 	1   	0.                
   lr(8) =       	1.8717e9 	33545.    	1596.9 	1   	0.                
   lr(9) =       	1.8564e9 	29019.    	1808.9 	1   	0.                
   lr(10) =      	1.873e9  	39772.    	866.47 	1   	0.                
/                
