Cavity #71       
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5573e9 	65251.           	7174.9 	1   	0.                
   lr(2) =       	5.6217e9 	2791.7           	139420.	1   	0.                
   lr(3) =       	1.7024e9 	52330.           	1922.7 	1   	0.                
   lr(4) =       	1.7375e9 	47211.99999999999	1631.6 	1   	0.                
   lr(5) =       	1.8704e9 	35575.           	1436.6 	1   	0.                
   lr(6) =       	1.8562e9 	25966.           	1714.6 	1   	0.                
   lr(7) =       	1.8708e9 	35347.           	1263.4 	1   	0.                
   lr(8) =       	1.872e9  	36643.           	1057.6 	1   	0.                
   lr(9) =       	2.5468e9 	10720.           	1876.5 	1   	0.                
   lr(10) =      	1.785e9  	10789.           	839.28 	1   	0.                
/                
