Cavity #80       
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5548e9 	73609.           	5015.7	1   	0.                
   lr(2) =       	1.7397e9 	51663.           	1735.3	1   	0.                
   lr(3) =       	1.7014e9 	49316.00000000001	1663.9	1   	0.                
   lr(4) =       	1.8711e9 	37766.           	1319.2	1   	0.                
   lr(5) =       	1.8718e9 	37656.           	1063.3	1   	0.                
   lr(6) =       	1.8571e9 	25227.           	1497.2	1   	0.                
   lr(7) =       	3.0777e9 	3167.7           	18331.	1   	0.                
   lr(8) =       	1.8732e9 	41274.           	682.59	1   	0.                
   lr(9) =       	1.8797e9 	7099.7           	1439.4	1   	0.                
   lr(10) =      	1.7882e9 	8778.7           	962.11	1   	0.                
/                
