Cavity #12       
                 	Frequency	R/Q               	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0638e9 	292.40999999999997	3.6557e7	1   	0.                
   lr(2) =       	3.0638e9 	291.75            	1.9472e7	1   	0.                
   lr(3) =       	2.558e9  	64772.            	15189.  	1   	0.                
   lr(4) =       	1.7357e9 	42003.00000000001 	2080.8  	1   	0.                
   lr(5) =       	1.7045e9 	49708.            	1418.8  	1   	0.                
   lr(6) =       	1.868e9  	36414.            	1647.3  	1   	0.                
   lr(7) =       	1.855e9  	24642.            	1585.9  	1   	0.                
   lr(8) =       	2.541e9  	8231.             	3737.8  	1   	0.                
   lr(9) =       	1.8695e9 	26631.999999999996	561.79  	1   	0.                
   lr(10) =      	1.8697e9 	31257.            	428.26  	1   	0.                
/                
