Cavity #53       
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0799e9 	3106.7    	622180.	1   	0.                
   lr(2) =       	3.0723e9 	2254.1    	278160.	1   	0.                
   lr(3) =       	2.5546e9 	77231.    	2975.6 	1   	0.                
   lr(4) =       	1.7053e9 	53593.    	1683.5 	1   	0.                
   lr(5) =       	1.7392e9 	39583.    	1861.7 	1   	0.                
   lr(6) =       	1.8562e9 	30484.    	1994.1 	1   	0.                
   lr(7) =       	1.8723e9 	36292.    	1677.5 	1   	0.                
   lr(8) =       	1.873e9  	36841.    	1362.6 	1   	0.                
   lr(9) =       	1.8739e9 	32800.    	806.47 	1   	0.                
   lr(10) =      	2.5528e9 	23152.    	1130.4 	1   	0.                
/                
