Cavity #93       
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0716e9 	1199.8           	2.4881e6	1   	0.                
   lr(2) =       	3.0688e9 	520.26           	4.2333e6	1   	0.                
   lr(3) =       	2.5558e9 	64509.99999999999	4248.   	1   	0.                
   lr(4) =       	1.739e9  	48141.99999999999	1960.5  	1   	0.                
   lr(5) =       	1.7e9    	50345.00000000001	1605.7  	1   	0.                
   lr(6) =       	1.8715e9 	38741.           	1368.4  	1   	0.                
   lr(7) =       	1.8725e9 	39489.           	1155.5  	1   	0.                
   lr(8) =       	1.8567e9 	27050.           	1561.1  	1   	0.                
   lr(9) =       	2.5447e9 	22687.           	2176.8  	1   	0.                
   lr(10) =      	1.8734e9 	35633.           	781.7   	1   	0.                
/                
