Cavity #11       
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.551e9  	67950.            	13886. 	1   	0.                
   lr(2) =       	3.0647e9 	1337.8999999999999	217400.	1   	0.                
   lr(3) =       	3.0647e9 	1351.9            	205150.	1   	0.                
   lr(4) =       	1.7346e9 	43693.            	1790.9 	1   	0.                
   lr(5) =       	1.7021e9 	48641.            	1391.4 	1   	0.                
   lr(6) =       	1.8682e9 	43635.            	1400.8 	1   	0.                
   lr(7) =       	1.8695e9 	45961.99999999999 	947.81 	1   	0.                
   lr(8) =       	4.6744e9 	10108.            	8249.7 	1   	0.                
   lr(9) =       	1.8539e9 	23875.            	1290.2 	1   	0.                
   lr(10) =      	1.8698e9 	35137.            	477.3  	1   	0.                
/                
