Cavity #105      
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0604e9 	544.46    	3.4428e6	1   	0.                
   lr(2) =       	2.5537e9 	67695.    	13350.  	1   	0.                
   lr(3) =       	3.072e9  	1543.4    	459400. 	1   	0.                
   lr(4) =       	5.614e9  	3835.     	304550. 	1   	0.                
   lr(5) =       	1.7081e9 	50517.    	1633.9  	1   	0.                
   lr(6) =       	1.8728e9 	36237.    	2000.   	1   	0.                
   lr(7) =       	1.7362e9 	41340.    	1569.5  	1   	0.                
   lr(8) =       	1.8733e9 	37635.    	1774.5  	1   	0.                
   lr(9) =       	1.8535e9 	29366.    	1816.4  	1   	0.                
   lr(10) =      	1.874e9  	34247.    	1235.7  	1   	0.                
/                
