Cavity #118      
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5483e9 	68442.            	16987.	1   	0.                
   lr(2) =       	3.0775e9 	3750.3999999999996	77951.	1   	0.                
   lr(3) =       	3.0694e9 	3870.1000000000004	55804.	1   	0.                
   lr(4) =       	1.6999e9 	49637.            	1557.4	1   	0.                
   lr(5) =       	1.7309e9 	38717.            	1641.5	1   	0.                
   lr(6) =       	1.8676e9 	37477.            	1626.5	1   	0.                
   lr(7) =       	1.8481e9 	27748.            	1435.7	1   	0.                
   lr(8) =       	1.8682e9 	42835.            	776.03	1   	0.                
   lr(9) =       	1.7314e9 	35450.            	805.14	1   	0.                
   lr(10) =      	1.8694e9 	40708.            	586.3 	1   	0.                
/                
