Cavity #16       
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0711e9 	2270.8           	2.9357e7	1   	0.                
   lr(2) =       	3.0592e9 	625.6            	3.4512e6	1   	0.                
   lr(3) =       	2.5564e9 	61881.00000000001	24379.  	1   	0.                
   lr(4) =       	1.734e9  	44765.           	1911.5  	1   	0.                
   lr(5) =       	1.7035e9 	44118.00000000001	1217.8  	1   	0.                
   lr(6) =       	1.872e9  	35003.           	1501.6  	1   	0.                
   lr(7) =       	1.8529e9 	30536.           	1701.5  	1   	0.                
   lr(8) =       	1.8728e9 	34900.           	1435.9  	1   	0.                
   lr(9) =       	1.8736e9 	40664.99999999999	570.9   	1   	0.                
   lr(10) =      	2.5288e9 	16357.           	1585.6  	1   	0.                
/                
