Cavity #75       
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5463e9 	80631.    	6245.  	1   	0.                
   lr(2) =       	8.8393e9 	5499.6    	194440.	1   	0.                
   lr(3) =       	2.5461e9 	65427.    	2462.8 	1   	0.                
   lr(4) =       	3.0704e9 	4283.2    	43375. 	1   	0.                
   lr(5) =       	1.7047e9 	48064.    	1337.5 	1   	0.                
   lr(6) =       	1.869e9  	43677.    	1526.  	1   	0.                
   lr(7) =       	1.7362e9 	39737.    	1486.3 	1   	0.                
   lr(8) =       	1.8697e9 	40183.    	877.27 	1   	0.                
   lr(9) =       	1.8551e9 	24469.    	1422.2 	1   	0.                
   lr(10) =      	1.8711e9 	45877.    	421.75 	1   	0.                
/                
