Cavity #87       
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0659e9 	1194.4           	2.1264e6	1   	0.                
   lr(2) =       	3.0694e9 	4508.099999999999	94417.  	1   	0.                
   lr(3) =       	2.5452e9 	75716.           	4018.   	1   	0.                
   lr(4) =       	1.7353e9 	41607.           	1754.9  	1   	0.                
   lr(5) =       	1.7001e9 	47367.           	1153.8  	1   	0.                
   lr(6) =       	1.8705e9 	42426.00000000001	1411.4  	1   	0.                
   lr(7) =       	1.8694e9 	41611.           	1436.   	1   	0.                
   lr(8) =       	1.8533e9 	26624.           	1493.4  	1   	0.                
   lr(9) =       	2.5403e9 	33788.           	1108.5  	1   	0.                
   lr(10) =      	1.8808e9 	12396.           	2006.2  	1   	0.                
/                
