Cavity #108      
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0622e9 	723.4300000000001	1.3366e6	1   	0.                
   lr(2) =       	2.5519e9 	75670.           	9989.7  	1   	0.                
   lr(3) =       	3.0622e9 	715.14           	1.1043e6	1   	0.                
   lr(4) =       	1.7378e9 	47712.           	1827.6  	1   	0.                
   lr(5) =       	1.7007e9 	49980.           	1548.1  	1   	0.                
   lr(6) =       	1.873e9  	39672.           	1513.2  	1   	0.                
   lr(7) =       	1.8539e9 	29470.           	1743.1  	1   	0.                
   lr(8) =       	1.8717e9 	41078.           	1081.4  	1   	0.                
   lr(9) =       	1.8735e9 	36009.           	900.88  	1   	0.                
   lr(10) =      	1.7889e9 	8609.2           	955.41  	1   	0.                
/                
