Cavity #42       
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5468e9 	76626.    	8613.2	1   	0.                
   lr(2) =       	3.0726e9 	3986.5    	81699.	1   	0.                
   lr(3) =       	1.7026e9 	50777.    	1713.6	1   	0.                
   lr(4) =       	1.7319e9 	37662.    	1793.4	1   	0.                
   lr(5) =       	1.8686e9 	40085.    	1556.3	1   	0.                
   lr(6) =       	1.8696e9 	41981.    	978.51	1   	0.                
   lr(7) =       	1.8532e9 	28683.    	1408.1	1   	0.                
   lr(8) =       	1.8703e9 	39674.    	801.49	1   	0.                
   lr(9) =       	2.5462e9 	43373.    	978.54	1   	0.                
   lr(10) =      	1.6726e9 	14743.    	929.8 	1   	0.                
/                
