Cavity #46       
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0606e9 	1392.2    	401050.	1   	0.                
   lr(2) =       	3.0606e9 	1391.     	393930.	1   	0.                
   lr(3) =       	2.5498e9 	57931.    	2766.2 	1   	0.                
   lr(4) =       	1.7019e9 	49070.    	1690.1 	1   	0.                
   lr(5) =       	1.7337e9 	41958.    	1697.1 	1   	0.                
   lr(6) =       	2.5356e9 	22992.    	4403.8 	1   	0.                
   lr(7) =       	1.87e9   	42112.    	1168.9 	1   	0.                
   lr(8) =       	1.8716e9 	45106.    	845.64 	1   	0.                
   lr(9) =       	1.8532e9 	27031.    	1306.4 	1   	0.                
   lr(10) =      	1.8724e9 	39562.    	567.08 	1   	0.                
/                
