Cavity #29       
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0684e9 	204.3     	4.5306e7	1   	0.                
   lr(2) =       	2.5573e9 	76808.    	12035.  	1   	0.                
   lr(3) =       	1.7379e9 	51281.    	2032.2  	1   	0.                
   lr(4) =       	1.7028e9 	47472.    	1555.4  	1   	0.                
   lr(5) =       	1.8705e9 	38433.    	1349.5  	1   	0.                
   lr(6) =       	1.8714e9 	40667.    	904.85  	1   	0.                
   lr(7) =       	1.8583e9 	22423.    	1327.6  	1   	0.                
   lr(8) =       	2.5479e9 	6344.8    	4954.3  	1   	0.                
   lr(9) =       	1.8727e9 	32708.    	551.16  	1   	0.                
   lr(10) =      	1.7923e9 	9917.6    	902.22  	1   	0.                
/                
