Cavity #111      
                 	Frequency	R/Q               	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0731e9 	4172.2            	3.5441e6	1   	0.                
   lr(2) =       	1.5957e9 	429.36            	6.4791e6	1   	0.                
   lr(3) =       	2.5446e9 	60788.            	5671.4  	1   	0.                
   lr(4) =       	1.8665e9 	43726.            	2006.5  	1   	0.                
   lr(5) =       	1.7034e9 	49212.            	1412.5  	1   	0.                
   lr(6) =       	1.7347e9 	36354.            	1771.8  	1   	0.                
   lr(7) =       	2.5346e9 	25658.            	3347.9  	1   	0.                
   lr(8) =       	1.8545e9 	21126.999999999996	1450.5  	1   	0.                
   lr(9) =       	1.8673e9 	48398.            	594.65  	1   	0.                
   lr(10) =      	1.8679e9 	39590.            	406.93  	1   	0.                
/                
