Cavity #84       
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0752e9 	1983.1    	1.6434e6	1   	0.                
   lr(2) =       	2.5558e9 	74861.    	6367.7  	1   	0.                
   lr(3) =       	1.8723e9 	37227.    	2182.5  	1   	0.                
   lr(4) =       	1.7357e9 	39644.    	1742.6  	1   	0.                
   lr(5) =       	1.853e9  	32570.    	2126.   	1   	0.                
   lr(6) =       	1.7072e9 	49325.    	1292.5  	1   	0.                
   lr(7) =       	1.8731e9 	39576.    	1195.7  	1   	0.                
   lr(8) =       	1.8736e9 	35811.    	741.93  	1   	0.                
   lr(9) =       	1.7912e9 	11164.    	1004.9  	1   	0.                
   lr(10) =      	1.68e9   	15074.    	615.09  	1   	0.                
/                
