Cavity #48       
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5506e9 	69771.            	25114.	1   	0.                
   lr(2) =       	1.7056e9 	48637.            	1581.2	1   	0.                
   lr(3) =       	1.7378e9 	43459.            	1693.8	1   	0.                
   lr(4) =       	1.8704e9 	42501.            	1659.3	1   	0.                
   lr(5) =       	1.6336e9 	3044.7999999999997	13576.	1   	0.                
   lr(6) =       	1.8535e9 	26532.            	1583.2	1   	0.                
   lr(7) =       	1.8717e9 	46654.            	709.56	1   	0.                
   lr(8) =       	1.8722e9 	41590.            	501.56	1   	0.                
   lr(9) =       	2.5235e9 	15125.            	1515.5	1   	0.                
   lr(10) =      	1.8807e9 	11868.            	876.71	1   	0.                
/                
