Cavity #43       
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.059e9  	408.02           	1.4147e7	1   	0.                
   lr(2) =       	3.066e9  	811.12           	3.8308e6	1   	0.                
   lr(3) =       	2.5511e9 	83252.           	5096.2  	1   	0.                
   lr(4) =       	1.7031e9 	51271.00000000001	1846.9  	1   	0.                
   lr(5) =       	1.7367e9 	42685.00000000001	1783.2  	1   	0.                
   lr(6) =       	1.8698e9 	37349.           	1182.5  	1   	0.                
   lr(7) =       	1.8705e9 	39568.           	930.07  	1   	0.                
   lr(8) =       	1.8546e9 	25778.           	1328.1  	1   	0.                
   lr(9) =       	1.8719e9 	37750.           	828.04  	1   	0.                
   lr(10) =      	2.5471e9 	29468.           	709.41  	1   	0.                
/                
