Cavity #1        
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	8.8371e9 	6989.3           	551980.	1   	0.                
   lr(2) =       	2.5519e9 	79380.           	7828.4 	1   	0.                
   lr(3) =       	3.0753e9 	3929.9           	95459. 	1   	0.                
   lr(4) =       	8.8418e9 	7056.400000000001	138980.	1   	0.                
   lr(5) =       	1.7039e9 	51443.           	1654.2 	1   	0.                
   lr(6) =       	1.7378e9 	44444.           	1826.5 	1   	0.                
   lr(7) =       	1.8703e9 	39275.           	1576.8 	1   	0.                
   lr(8) =       	1.8557e9 	26418.           	1563.5 	1   	0.                
   lr(9) =       	1.8712e9 	42493.99999999999	860.9  	1   	0.                
   lr(10) =      	1.8721e9 	39343.           	660.5  	1   	0.                
/                
