Cavity #35       
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5502e9 	74207.            	11938.	1   	0.                
   lr(2) =       	3.078e9  	3881.5            	74173.	1   	0.                
   lr(3) =       	1.7063e9 	52628.00000000001 	1766.6	1   	0.                
   lr(4) =       	1.8681e9 	37875.            	1937.2	1   	0.                
   lr(5) =       	1.738e9  	39684.            	1702.6	1   	0.                
   lr(6) =       	1.8689e9 	36365.            	1195.7	1   	0.                
   lr(7) =       	1.8695e9 	40652.            	706.72	1   	0.                
   lr(8) =       	1.8538e9 	23892.000000000004	1173.3	1   	0.                
   lr(9) =       	1.8805e9 	9204.8            	2894.8	1   	0.                
   lr(10) =      	1.6776e9 	12547.            	840.93	1   	0.                
/                
