Cavity #25       
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5425e9 	83211.99999999999	3317.9	1   	0.                
   lr(2) =       	3.0812e9 	2403.5           	89508.	1   	0.                
   lr(3) =       	1.7057e9 	51186.99999999999	1596.1	1   	0.                
   lr(4) =       	3.0709e9 	3875.5           	34111.	1   	0.                
   lr(5) =       	1.8702e9 	40999.           	1807. 	1   	0.                
   lr(6) =       	1.7379e9 	36081.           	1589.4	1   	0.                
   lr(7) =       	2.5396e9 	53078.           	1419.8	1   	0.                
   lr(8) =       	1.8532e9 	26784.           	1610.1	1   	0.                
   lr(9) =       	1.8707e9 	45101.00000000001	858.84	1   	0.                
   lr(10) =      	1.8719e9 	41226.           	561.28	1   	0.                
/                
