Cavity #81       
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5558e9 	65366.           	11620.	1   	0.                
   lr(2) =       	1.8693e9 	36823.           	2701.2	1   	0.                
   lr(3) =       	1.705e9  	52009.99999999999	1599.1	1   	0.                
   lr(4) =       	1.7381e9 	43869.99999999999	1641.7	1   	0.                
   lr(5) =       	1.8698e9 	35969.           	1721.3	1   	0.                
   lr(6) =       	1.8551e9 	26335.           	1882.8	1   	0.                
   lr(7) =       	1.8704e9 	39221.           	964.33	1   	0.                
   lr(8) =       	1.881e9  	7296.9           	3004.9	1   	0.                
   lr(9) =       	2.5419e9 	11821.           	1649.4	1   	0.                
   lr(10) =      	1.6784e9 	11489.           	777.13	1   	0.                
/                
