Cavity #47       
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0573e9 	539.29    	1.1735e6	1   	0.                
   lr(2) =       	2.54e9   	86251.    	4354.6  	1   	0.                
   lr(3) =       	2.5386e9 	58132.    	1833.1  	1   	0.                
   lr(4) =       	1.6994e9 	47884.    	1424.   	1   	0.                
   lr(5) =       	1.7293e9 	34937.    	1952.5  	1   	0.                
   lr(6) =       	1.8682e9 	42421.    	1410.   	1   	0.                
   lr(7) =       	1.8515e9 	29253.    	1298.   	1   	0.                
   lr(8) =       	1.8697e9 	46406.    	553.5   	1   	0.                
   lr(9) =       	1.6996e9 	41434.    	530.83  	1   	0.                
   lr(10) =      	1.8706e9 	41342.    	413.71  	1   	0.                
/                
