Cavity #14       
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0701e9 	1543.4    	2.3596e6	1   	0.                
   lr(2) =       	3.0527e9 	620.03    	5.229e6 	1   	0.                
   lr(3) =       	3.0625e9 	1685.6    	760470. 	1   	0.                
   lr(4) =       	1.7019e9 	48694.    	1369.5  	1   	0.                
   lr(5) =       	2.5523e9 	51032.    	1902.1  	1   	0.                
   lr(6) =       	1.7372e9 	39806.    	1641.4  	1   	0.                
   lr(7) =       	2.548e9  	39685.    	2377.3  	1   	0.                
   lr(8) =       	1.8709e9 	36494.    	1798.8  	1   	0.                
   lr(9) =       	1.8575e9 	25107.    	1957.2  	1   	0.                
   lr(10) =      	1.8717e9 	39805.    	864.75  	1   	0.                
/                
