Cavity #28       
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0699e9 	2784.1           	468060.	1   	0.                
   lr(2) =       	3.0648e9 	606.91           	1.238e6	1   	0.                
   lr(3) =       	2.5613e9 	50580.           	3515.3 	1   	0.                
   lr(4) =       	1.7409e9 	48620.           	2009.4 	1   	0.                
   lr(5) =       	2.5432e9 	35207.           	3827.2 	1   	0.                
   lr(6) =       	1.6994e9 	50974.00000000001	1732.2 	1   	0.                
   lr(7) =       	1.872e9  	36864.           	1170.4 	1   	0.                
   lr(8) =       	1.8579e9 	27460.           	1478.6 	1   	0.                
   lr(9) =       	1.8729e9 	37586.           	1057.1 	1   	0.                
   lr(10) =      	1.8742e9 	33347.           	786.75 	1   	0.                
/                
