Cavity #44       
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5526e9 	70604.            	28443. 	1   	0.                
   lr(2) =       	3.075e9  	3604.2999999999997	125890.	1   	0.                
   lr(3) =       	1.7061e9 	50351.            	1738.  	1   	0.                
   lr(4) =       	3.0827e9 	3646.6            	38266. 	1   	0.                
   lr(5) =       	1.7371e9 	40770.            	1611.5 	1   	0.                
   lr(6) =       	1.8698e9 	39875.            	1359.7 	1   	0.                
   lr(7) =       	1.8707e9 	40589.00000000001 	1150.4 	1   	0.                
   lr(8) =       	1.8533e9 	26544.            	1220.5 	1   	0.                
   lr(9) =       	1.8717e9 	45143.00000000001 	669.04 	1   	0.                
   lr(10) =      	1.6754e9 	13330.            	962.27 	1   	0.                
/                
