Cavity #74       
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5651e9 	65395.    	20570.	1   	0.                
   lr(2) =       	1.7415e9 	47810.    	2227.9	1   	0.                
   lr(3) =       	1.7033e9 	53380.    	1838. 	1   	0.                
   lr(4) =       	1.8711e9 	35257.    	1903.1	1   	0.                
   lr(5) =       	1.8716e9 	34235.    	1416.7	1   	0.                
   lr(6) =       	1.8578e9 	26620.    	1801.4	1   	0.                
   lr(7) =       	1.8726e9 	36950.    	771.51	1   	0.                
   lr(8) =       	1.6384e9 	2065.7    	11435.	1   	0.                
   lr(9) =       	2.5487e9 	8293.6    	2439.1	1   	0.                
   lr(10) =      	1.7898e9 	11314.    	973.28	1   	0.                
/                
