Cavity #10       
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0685e9 	420.69    	2.1288e7	1   	0.                
   lr(2) =       	2.567e9  	59277.    	6402.3  	1   	0.                
   lr(3) =       	5.6468e9 	2714.6    	147340. 	1   	0.                
   lr(4) =       	1.745e9  	55908.    	1818.6  	1   	0.                
   lr(5) =       	1.7064e9 	47991.    	1592.6  	1   	0.                
   lr(6) =       	2.5519e9 	24664.    	4083.1  	1   	0.                
   lr(7) =       	1.8714e9 	36411.    	1413.2  	1   	0.                
   lr(8) =       	1.8724e9 	36339.    	1165.8  	1   	0.                
   lr(9) =       	1.8613e9 	19889.    	1342.7  	1   	0.                
   lr(10) =      	1.8732e9 	42428.    	598.15  	1   	0.                
/                
