#     Ix      Iy          X                Y                Z              dZ/dX         dZ/dY
 
     -13       0      -1.82513358E-02   0.00000000E+00  -1.00436515E-04  1.585121E+00  0.000000E+00
     -13       1      -1.82513358E-02   2.12821053E-03  -1.12363014E-04  1.585072E+00 -1.120904E-02
     -13       2      -1.82513358E-02   4.25642106E-03  -1.48146894E-04  1.584923E+00 -2.242219E-02
     -13       3      -1.82513358E-02   6.38463158E-03  -2.07801294E-04  1.584676E+00 -3.364358E-02
     -13       4      -1.82513358E-02   8.51284211E-03  -2.91348119E-04  1.584331E+00 -4.487731E-02
     -13       5      -1.82513358E-02   1.06410526E-02  -3.98818031E-04  1.583889E+00 -5.612752E-02
     -13       6      -1.82513358E-02   1.27692632E-02  -5.30250455E-04  1.583351E+00 -6.739830E-02
     -13       7      -1.82513358E-02   1.48974737E-02  -6.85693579E-04  1.582719E+00 -7.869379E-02
     -13       8      -1.82513358E-02   1.70256842E-02  -8.65204348E-04  1.581994E+00 -9.001809E-02
     -13       9      -1.82513358E-02   1.91538948E-02  -1.06884847E-03  1.581179E+00 -1.013753E-01
     -13      10      -1.82513358E-02   2.12821053E-02  -1.29670042E-03  1.580276E+00 -5.353135E-02
 
     -12     -10      -1.68473869E-02  -2.12821053E-02  -1.28364177E-03  1.590459E+00 -1.750856E+01
     -12      -9      -1.68473869E-02  -1.91538948E-02  -1.05551083E-03  1.591376E+00 -1.539705E+01
     -12      -8      -1.68473869E-02  -1.70256842E-02  -8.51617960E-04  1.592204E+00 -1.334194E+01
     -12      -7      -1.68473869E-02  -1.48974737E-02  -6.71888404E-04  1.592939E+00 -1.128681E+01
     -12      -6      -1.68473869E-02  -1.27692632E-02  -5.16256192E-04  1.593581E+00 -9.231647E+00
     -12      -5      -1.68473869E-02  -1.06410526E-02  -3.84664151E-04  1.594126E+00 -7.176459E+00
     -12      -4      -1.68473869E-02  -8.51284211E-03  -2.77063904E-04  1.594575E+00 -5.121251E+00
     -12      -3      -1.68473869E-02  -6.38463158E-03  -1.93415870E-04  1.594925E+00 -3.066026E+00
     -12      -2      -1.68473869E-02  -4.25642106E-03  -1.33689264E-04  1.595175E+00 -1.010788E+00
     -12      -1      -1.68473869E-02  -2.12821053E-03  -9.78620959E-05  1.595326E+00  1.044458E+00
     -12       0      -1.68473869E-02   0.00000000E+00  -8.59211726E-05  1.595376E+00  0.000000E+00
     -12       1      -1.68473869E-02   2.12821053E-03  -9.78620959E-05  1.595326E+00 -1.122260E-02
     -12       2      -1.68473869E-02   4.25642106E-03  -1.33689264E-04  1.595175E+00 -2.244932E-02
     -12       3      -1.68473869E-02   6.38463158E-03  -1.93415870E-04  1.594925E+00 -3.368432E-02
     -12       4      -1.68473869E-02   8.51284211E-03  -2.77063904E-04  1.594575E+00 -4.493171E-02
     -12       5      -1.68473869E-02   1.06410526E-02  -3.84664151E-04  1.594126E+00 -5.619564E-02
     -12       6      -1.68473869E-02   1.27692632E-02  -5.16256192E-04  1.593581E+00 -6.748023E-02
     -12       7      -1.68473869E-02   1.48974737E-02  -6.71888404E-04  1.592939E+00 -7.878961E-02
     -12       8      -1.68473869E-02   1.70256842E-02  -8.51617960E-04  1.592204E+00 -9.012793E-02
     -12       9      -1.68473869E-02   1.91538948E-02  -1.05551083E-03  1.591376E+00 -1.014993E-01
     -12      10      -1.68473869E-02   2.12821053E-02  -1.28364177E-03  1.590459E+00 -5.359690E-02
 
     -11     -10      -1.54434380E-02  -2.12821053E-02  -1.27170069E-03  1.600770E+00 -1.757812E+01
     -11      -9      -1.54434380E-02  -1.91538948E-02  -1.04329033E-03  1.601702E+00 -1.545836E+01
     -11      -8      -1.54434380E-02  -1.70256842E-02  -8.39148349E-04  1.602542E+00 -1.339508E+01
     -11      -7      -1.54434380E-02  -1.48974737E-02  -6.59199683E-04  1.603288E+00 -1.133177E+01
     -11      -6      -1.54434380E-02  -1.27692632E-02  -5.03378105E-04  1.603938E+00 -9.268428E+00
     -11      -5      -1.54434380E-02  -1.06410526E-02  -3.71626214E-04  1.604492E+00 -7.205062E+00
     -11      -4      -1.54434380E-02  -8.51284211E-03  -2.63895442E-04  1.604947E+00 -5.141676E+00
     -11      -3      -1.54434380E-02  -6.38463158E-03  -1.80146052E-04  1.605302E+00 -3.078272E+00
     -11      -2      -1.54434380E-02  -4.25642106E-03  -1.20347135E-04  1.605556E+00 -1.014857E+00
     -11      -1      -1.54434380E-02  -2.12821053E-03  -8.44766158E-05  1.605708E+00  1.048567E+00
     -11       0      -1.54434380E-02   0.00000000E+00  -7.25212479E-05  1.605759E+00  0.000000E+00
     -11       1      -1.54434380E-02   2.12821053E-03  -8.44766158E-05  1.605708E+00 -1.123617E-02
     -11       2      -1.54434380E-02   4.25642106E-03  -1.20347135E-04  1.605556E+00 -2.247650E-02
     -11       3      -1.54434380E-02   6.38463158E-03  -1.80146052E-04  1.605302E+00 -3.372512E-02
     -11       4      -1.54434380E-02   8.51284211E-03  -2.63895442E-04  1.604947E+00 -4.498619E-02
     -11       5      -1.54434380E-02   1.06410526E-02  -3.71626214E-04  1.604492E+00 -5.626386E-02
     -11       6      -1.54434380E-02   1.27692632E-02  -5.03378105E-04  1.603938E+00 -6.756227E-02
     -11       7      -1.54434380E-02   1.48974737E-02  -6.59199683E-04  1.603288E+00 -7.888558E-02
     -11       8      -1.54434380E-02   1.70256842E-02  -8.39148349E-04  1.602542E+00 -9.023794E-02
     -11       9      -1.54434380E-02   1.91538948E-02  -1.04329033E-03  1.601702E+00 -1.016235E-01
     -11      10      -1.54434380E-02   2.12821053E-02  -1.27170069E-03  1.600770E+00 -5.366254E-02
 
     -10     -10      -1.40394891E-02  -2.12821053E-02  -1.26088159E-03  1.611209E+00 -1.764799E+01
     -10      -9      -1.40394891E-02  -1.91538948E-02  -1.03219140E-03  1.612155E+00 -1.551995E+01
     -10      -8      -1.40394891E-02  -1.70256842E-02  -8.27799929E-04  1.613007E+00 -1.344845E+01
     -10      -7      -1.40394891E-02  -1.48974737E-02  -6.47631831E-04  1.613765E+00 -1.137693E+01
     -10      -6      -1.40394891E-02  -1.27692632E-02  -4.91620610E-04  1.614425E+00 -9.305372E+00
     -10      -5      -1.40394891E-02  -1.06410526E-02  -3.59708637E-04  1.614986E+00 -7.233792E+00
     -10      -4      -1.40394891E-02  -8.51284211E-03  -2.51847152E-04  1.615447E+00 -5.162191E+00
     -10      -3      -1.40394891E-02  -6.38463158E-03  -1.67996259E-04  1.615807E+00 -3.090573E+00
     -10      -2      -1.40394891E-02  -4.25642106E-03  -1.08124928E-04  1.616065E+00 -1.018943E+00
     -10      -1      -1.40394891E-02  -2.12821053E-03  -7.22109949E-05  1.616219E+00  1.052695E+00
     -10       0      -1.40394891E-02   0.00000000E+00  -6.02411616E-05  1.616271E+00  0.000000E+00
     -10       1      -1.40394891E-02   2.12821053E-03  -7.22109949E-05  1.616219E+00 -1.124977E-02
     -10       2      -1.40394891E-02   4.25642106E-03  -1.08124928E-04  1.616065E+00 -2.250371E-02
     -10       3      -1.40394891E-02   6.38463158E-03  -1.67996259E-04  1.615807E+00 -3.376598E-02
     -10       4      -1.40394891E-02   8.51284211E-03  -2.51847152E-04  1.615447E+00 -4.504075E-02
     -10       5      -1.40394891E-02   1.06410526E-02  -3.59708637E-04  1.614986E+00 -5.633218E-02
     -10       6      -1.40394891E-02   1.27692632E-02  -4.91620610E-04  1.614425E+00 -6.764443E-02
     -10       7      -1.40394891E-02   1.48974737E-02  -6.47631831E-04  1.613765E+00 -7.898169E-02
     -10       8      -1.40394891E-02   1.70256842E-02  -8.27799929E-04  1.613007E+00 -9.034810E-02
     -10       9      -1.40394891E-02   1.91538948E-02  -1.03219140E-03  1.612155E+00 -1.017478E-01
     -10      10      -1.40394891E-02   2.12821053E-02  -1.26088159E-03  1.611209E+00 -5.372829E-02
 
      -9     -10      -1.26355402E-02  -2.12821053E-02  -1.25118890E-03  1.621777E+00 -1.771817E+01
      -9      -9      -1.26355402E-02  -1.91538948E-02  -1.02221846E-03  1.622736E+00 -1.558180E+01
      -9      -8      -1.26355402E-02  -1.70256842E-02  -8.17577144E-04  1.623601E+00 -1.350206E+01
      -9      -7      -1.26355402E-02  -1.48974737E-02  -6.37189295E-04  1.624369E+00 -1.142228E+01
      -9      -6      -1.26355402E-02  -1.27692632E-02  -4.80988155E-04  1.625039E+00 -9.342479E+00
      -9      -5      -1.26355402E-02  -1.06410526E-02  -3.48915869E-04  1.625608E+00 -7.262648E+00
      -9      -4      -1.26355402E-02  -8.51284211E-03  -2.40923483E-04  1.626076E+00 -5.182797E+00
      -9      -3      -1.26355402E-02  -6.38463158E-03  -1.56970942E-04  1.626440E+00 -3.102929E+00
      -9      -2      -1.26355402E-02  -4.25642106E-03  -9.70270930E-05  1.626702E+00 -1.023048E+00
      -9      -1      -1.26355402E-02  -2.12821053E-03  -6.10696848E-05  1.626859E+00  1.056841E+00
      -9       0      -1.26355402E-02   0.00000000E+00  -4.90853655E-05  1.626911E+00  0.000000E+00
      -9       1      -1.26355402E-02   2.12821053E-03  -6.10696848E-05  1.626859E+00 -1.126339E-02
      -9       2      -1.26355402E-02   4.25642106E-03  -9.70270930E-05  1.626702E+00 -2.253096E-02
      -9       3      -1.26355402E-02   6.38463158E-03  -1.56970942E-04  1.626440E+00 -3.380690E-02
      -9       4      -1.26355402E-02   8.51284211E-03  -2.40923483E-04  1.626076E+00 -4.509538E-02
      -9       5      -1.26355402E-02   1.06410526E-02  -3.48915869E-04  1.625608E+00 -5.640059E-02
      -9       6      -1.26355402E-02   1.27692632E-02  -4.80988155E-04  1.625039E+00 -6.772672E-02
      -9       7      -1.26355402E-02   1.48974737E-02  -6.37189295E-04  1.624369E+00 -7.907794E-02
      -9       8      -1.26355402E-02   1.70256842E-02  -8.17577144E-04  1.623601E+00 -9.045843E-02
      -9       9      -1.26355402E-02   1.91538948E-02  -1.02221846E-03  1.622736E+00 -1.018724E-01
      -9      10      -1.26355402E-02   2.12821053E-02  -1.25118890E-03  1.621777E+00 -5.379413E-02
 
      -8     -10      -1.12315913E-02  -2.12821053E-02  -1.24262710E-03  1.632472E+00 -1.778866E+01
      -8      -9      -1.12315913E-02  -1.91538948E-02  -1.01337600E-03  1.633446E+00 -1.564393E+01
      -8      -8      -1.12315913E-02  -1.70256842E-02  -8.08484470E-04  1.634323E+00 -1.355591E+01
      -8      -7      -1.12315913E-02  -1.48974737E-02  -6.27876551E-04  1.635102E+00 -1.146784E+01
      -8      -6      -1.12315913E-02  -1.27692632E-02  -4.71485219E-04  1.635781E+00 -9.379750E+00
      -8      -5      -1.12315913E-02  -1.06410526E-02  -3.39252391E-04  1.636358E+00 -7.291633E+00
      -8      -4      -1.12315913E-02  -8.51284211E-03  -2.31128916E-04  1.636833E+00 -5.203495E+00
      -8      -3      -1.12315913E-02  -6.38463158E-03  -1.47074583E-04  1.637202E+00 -3.115339E+00
      -8      -2      -1.12315913E-02  -4.25642106E-03  -8.70581137E-05  1.637467E+00 -1.027172E+00
      -8      -1      -1.12315913E-02  -2.12821053E-03  -5.10571684E-05  1.637626E+00  1.061005E+00
      -8       0      -1.12315913E-02   0.00000000E+00  -3.90583427E-05  1.637679E+00  0.000000E+00
      -8       1      -1.12315913E-02   2.12821053E-03  -5.10571684E-05  1.637626E+00 -1.127703E-02
      -8       2      -1.12315913E-02   4.25642106E-03  -8.70581137E-05  1.637467E+00 -2.255825E-02
      -8       3      -1.12315913E-02   6.38463158E-03  -1.47074583E-04  1.637202E+00 -3.384787E-02
      -8       4      -1.12315913E-02   8.51284211E-03  -2.31128916E-04  1.636833E+00 -4.515009E-02
      -8       5      -1.12315913E-02   1.06410526E-02  -3.39252391E-04  1.636358E+00 -5.646911E-02
      -8       6      -1.12315913E-02   1.27692632E-02  -4.71485219E-04  1.635781E+00 -6.780912E-02
      -8       7      -1.12315913E-02   1.48974737E-02  -6.27876551E-04  1.635102E+00 -7.917432E-02
      -8       8      -1.12315913E-02   1.70256842E-02  -8.08484470E-04  1.634323E+00 -9.056892E-02
      -8       9      -1.12315913E-02   1.91538948E-02  -1.01337600E-03  1.633446E+00 -1.019971E-01
      -8      10      -1.12315913E-02   2.12821053E-02  -1.24262710E-03  1.632472E+00 -5.386006E-02
 
      -7     -10      -9.82764235E-03  -2.12821053E-02  -1.23520068E-03  1.643295E+00 -1.785946E+01
      -7      -9      -9.82764235E-03  -1.91538948E-02  -1.00566852E-03  1.644283E+00 -1.570634E+01
      -7      -8      -9.82764235E-03  -1.70256842E-02  -8.00526415E-04  1.645173E+00 -1.360999E+01
      -7      -7      -9.82764235E-03  -1.48974737E-02  -6.19698109E-04  1.645963E+00 -1.151360E+01
      -7      -6      -9.82764235E-03  -1.27692632E-02  -4.63116314E-04  1.646652E+00 -9.417187E+00
      -7      -5      -9.82764235E-03  -1.06410526E-02  -3.30722715E-04  1.647237E+00 -7.320746E+00
      -7      -4      -9.82764235E-03  -8.51284211E-03  -2.22467966E-04  1.647718E+00 -5.224284E+00
      -7      -3      -9.82764235E-03  -6.38463158E-03  -1.38311696E-04  1.648093E+00 -3.127805E+00
      -7      -2      -9.82764235E-03  -4.25642106E-03  -7.82225042E-05  1.648361E+00 -1.031313E+00
      -7      -1      -9.82764235E-03  -2.12821053E-03  -4.21779606E-05  1.648522E+00  1.065187E+00
      -7       0      -9.82764235E-03   0.00000000E+00  -3.01646080E-05  1.648576E+00  0.000000E+00
      -7       1      -9.82764235E-03   2.12821053E-03  -4.21779606E-05  1.648522E+00 -1.129068E-02
      -7       2      -9.82764235E-03   4.25642106E-03  -7.82225042E-05  1.648361E+00 -2.258558E-02
      -7       3      -9.82764235E-03   6.38463158E-03  -1.38311696E-04  1.648093E+00 -3.388891E-02
      -7       4      -9.82764235E-03   8.51284211E-03  -2.22467966E-04  1.647718E+00 -4.520488E-02
      -7       5      -9.82764235E-03   1.06410526E-02  -3.30722715E-04  1.647237E+00 -5.653772E-02
      -7       6      -9.82764235E-03   1.27692632E-02  -4.63116314E-04  1.646652E+00 -6.789164E-02
      -7       7      -9.82764235E-03   1.48974737E-02  -6.19698109E-04  1.645963E+00 -7.927085E-02
      -7       8      -9.82764235E-03   1.70256842E-02  -8.00526415E-04  1.645173E+00 -9.067957E-02
      -7       9      -9.82764235E-03   1.91538948E-02  -1.00566852E-03  1.644283E+00 -1.021220E-01
      -7      10      -9.82764235E-03   2.12821053E-02  -1.23520068E-03  1.643295E+00 -5.392610E-02
 
      -6     -10      -8.42369344E-03  -2.12821053E-02  -1.22891420E-03  1.654247E+00 -1.793057E+01
      -6      -9      -8.42369344E-03  -1.91538948E-02  -9.99100561E-04  1.655249E+00 -1.576903E+01
      -6      -8      -8.42369344E-03  -1.70256842E-02  -7.93707519E-04  1.656151E+00 -1.366431E+01
      -6      -7      -8.42369344E-03  -1.48974737E-02  -6.12658511E-04  1.656953E+00 -1.155957E+01
      -6      -6      -8.42369344E-03  -1.27692632E-02  -4.55885982E-04  1.657651E+00 -9.454789E+00
      -6      -5      -8.42369344E-03  -1.06410526E-02  -3.23331384E-04  1.658244E+00 -7.349988E+00
      -6      -4      -8.42369344E-03  -8.51284211E-03  -2.14945177E-04  1.658731E+00 -5.245165E+00
      -6      -3      -8.42369344E-03  -6.38463158E-03  -1.30686828E-04  1.659111E+00 -3.140325E+00
      -6      -2      -8.42369344E-03  -4.25642106E-03  -7.05248110E-05  1.659383E+00 -1.035473E+00
      -6      -1      -8.42369344E-03  -2.12821053E-03  -3.44366083E-05  1.659546E+00  1.069388E+00
      -6       0      -8.42369344E-03   0.00000000E+00  -2.24087086E-05  1.659601E+00  0.000000E+00
      -6       1      -8.42369344E-03   2.12821053E-03  -3.44366083E-05  1.659546E+00 -1.130436E-02
      -6       2      -8.42369344E-03   4.25642106E-03  -7.05248110E-05  1.659383E+00 -2.261295E-02
      -6       3      -8.42369344E-03   6.38463158E-03  -1.30686828E-04  1.659111E+00 -3.393000E-02
      -6       4      -8.42369344E-03   8.51284211E-03  -2.14945177E-04  1.658731E+00 -4.525975E-02
      -6       5      -8.42369344E-03   1.06410526E-02  -3.23331384E-04  1.658244E+00 -5.660643E-02
      -6       6      -8.42369344E-03   1.27692632E-02  -4.55885982E-04  1.657651E+00 -6.797427E-02
      -6       7      -8.42369344E-03   1.48974737E-02  -6.12658511E-04  1.656953E+00 -7.936751E-02
      -6       8      -8.42369344E-03   1.70256842E-02  -7.93707519E-04  1.656151E+00 -9.079037E-02
      -6       9      -8.42369344E-03   1.91538948E-02  -9.99100561E-04  1.655249E+00 -1.022471E-01
      -6      10      -8.42369344E-03   2.12821053E-02  -1.22891420E-03  1.654247E+00 -5.399223E-02
 
      -5     -10      -7.01974454E-03  -2.12821053E-02  -1.22377221E-03  1.665326E+00 -1.800200E+01
      -5      -9      -7.01974454E-03  -1.91538948E-02  -9.93676690E-04  1.666343E+00 -1.583199E+01
      -5      -8      -7.01974454E-03  -1.70256842E-02  -7.88032353E-04  1.667258E+00 -1.371888E+01
      -5      -7      -7.01974454E-03  -1.48974737E-02  -6.06762330E-04  1.668070E+00 -1.160573E+01
      -5      -6      -7.01974454E-03  -1.27692632E-02  -4.49798798E-04  1.668777E+00 -9.492559E+00
      -5      -5      -7.01974454E-03  -1.06410526E-02  -3.17082975E-04  1.669379E+00 -7.379359E+00
      -5      -4      -7.01974454E-03  -8.51284211E-03  -2.08565126E-04  1.669872E+00 -5.266139E+00
      -5      -3      -7.01974454E-03  -6.38463158E-03  -1.24204556E-04  1.670257E+00 -3.152901E+00
      -5      -2      -7.01974454E-03  -4.25642106E-03  -6.39696132E-05  1.670533E+00 -1.039651E+00
      -5      -1      -7.01974454E-03  -2.12821053E-03  -2.78376908E-05  1.670699E+00  1.073608E+00
      -5       0      -7.01974454E-03   0.00000000E+00  -1.57952239E-05  1.670754E+00  0.000000E+00
      -5       1      -7.01974454E-03   2.12821053E-03  -2.78376908E-05  1.670699E+00 -1.131805E-02
      -5       2      -7.01974454E-03   4.25642106E-03  -6.39696132E-05  1.670533E+00 -2.264035E-02
      -5       3      -7.01974454E-03   6.38463158E-03  -1.24204556E-04  1.670257E+00 -3.397115E-02
      -5       4      -7.01974454E-03   8.51284211E-03  -2.08565126E-04  1.669872E+00 -4.531469E-02
      -5       5      -7.01974454E-03   1.06410526E-02  -3.17082975E-04  1.669379E+00 -5.667524E-02
      -5       6      -7.01974454E-03   1.27692632E-02  -4.49798798E-04  1.668777E+00 -6.805703E-02
      -5       7      -7.01974454E-03   1.48974737E-02  -6.06762330E-04  1.668070E+00 -7.946431E-02
      -5       8      -7.01974454E-03   1.70256842E-02  -7.88032353E-04  1.667258E+00 -9.090134E-02
      -5       9      -7.01974454E-03   1.91538948E-02  -9.93676690E-04  1.666343E+00 -1.023724E-01
      -5      10      -7.01974454E-03   2.12821053E-02  -1.22377221E-03  1.665326E+00 -5.405845E-02
 
      -4     -10      -5.61579563E-03  -2.12821053E-02  -1.21977931E-03  1.676534E+00 -1.807374E+01
      -4      -9      -5.61579563E-03  -1.91538948E-02  -9.89401511E-04  1.677564E+00 -1.589523E+01
      -4      -8      -5.61579563E-03  -1.70256842E-02  -7.83505522E-04  1.678492E+00 -1.377368E+01
      -4      -7      -5.61579563E-03  -1.48974737E-02  -6.02014173E-04  1.679315E+00 -1.165210E+01
      -4      -6      -5.61579563E-03  -1.27692632E-02  -4.44859370E-04  1.680032E+00 -9.530495E+00
      -4      -5      -5.61579563E-03  -1.06410526E-02  -3.11982098E-04  1.680642E+00 -7.408861E+00
      -4      -4      -5.61579563E-03  -8.51284211E-03  -2.03332424E-04  1.681142E+00 -5.287206E+00
      -4      -3      -5.61579563E-03  -6.38463158E-03  -1.18869491E-04  1.681532E+00 -3.165533E+00
      -4      -2      -5.61579563E-03  -4.25642106E-03  -5.85615227E-05  1.681812E+00 -1.043848E+00
      -4      -1      -5.61579563E-03  -2.12821053E-03  -2.23858205E-05  1.681979E+00  1.077846E+00
      -4       0      -5.61579563E-03   0.00000000E+00  -1.03287664E-05  1.682035E+00  0.000000E+00
      -4       1      -5.61579563E-03   2.12821053E-03  -2.23858205E-05  1.681979E+00 -1.133176E-02
      -4       2      -5.61579563E-03   4.25642106E-03  -5.85615227E-05  1.681812E+00 -2.266779E-02
      -4       3      -5.61579563E-03   6.38463158E-03  -1.18869491E-04  1.681532E+00 -3.401235E-02
      -4       4      -5.61579563E-03   8.51284211E-03  -2.03332424E-04  1.681142E+00 -4.536971E-02
      -4       5      -5.61579563E-03   1.06410526E-02  -3.11982098E-04  1.680642E+00 -5.674414E-02
      -4       6      -5.61579563E-03   1.27692632E-02  -4.44859370E-04  1.680032E+00 -6.813989E-02
      -4       7      -5.61579563E-03   1.48974737E-02  -6.02014173E-04  1.679315E+00 -7.956124E-02
      -4       8      -5.61579563E-03   1.70256842E-02  -7.83505522E-04  1.678492E+00 -9.101246E-02
      -4       9      -5.61579563E-03   1.91538948E-02  -9.89401511E-04  1.677564E+00 -1.024978E-01
      -4      10      -5.61579563E-03   2.12821053E-02  -1.21977931E-03  1.676534E+00 -5.412477E-02
 
      -3     -10      -4.21184672E-03  -2.12821053E-02  -1.21694014E-03  1.687870E+00 -1.814581E+01
      -3      -9      -4.21184672E-03  -1.91538948E-02  -9.86279659E-04  1.688914E+00 -1.595875E+01
      -3      -8      -4.21184672E-03  -1.70256842E-02  -7.80131664E-04  1.689854E+00 -1.382873E+01
      -3      -7      -4.21184672E-03  -1.48974737E-02  -5.98418679E-04  1.690688E+00 -1.169868E+01
      -3      -6      -4.21184672E-03  -1.27692632E-02  -4.41072339E-04  1.691415E+00 -9.568601E+00
      -3      -5      -4.21184672E-03  -1.06410526E-02  -3.08033396E-04  1.692033E+00 -7.438494E+00
      -3      -4      -4.21184672E-03  -8.51284211E-03  -1.99251715E-04  1.692540E+00 -5.308366E+00
      -3      -3      -4.21184672E-03  -6.38463158E-03  -1.14686279E-04  1.692935E+00 -3.178222E+00
      -3      -2      -4.21184672E-03  -4.25642106E-03  -5.43051846E-05  1.693218E+00 -1.048064E+00
      -3      -1      -4.21184672E-03  -2.12821053E-03  -1.80856429E-05  1.693388E+00  1.082102E+00
      -3       0      -4.21184672E-03   0.00000000E+00  -6.01398157E-06  1.693445E+00  0.000000E+00
      -3       1      -4.21184672E-03   2.12821053E-03  -1.80856429E-05  1.693388E+00 -1.134549E-02
      -3       2      -4.21184672E-03   4.25642106E-03  -5.43051846E-05  1.693218E+00 -2.269527E-02
      -3       3      -4.21184672E-03   6.38463158E-03  -1.14686279E-04  1.692935E+00 -3.405362E-02
      -3       4      -4.21184672E-03   8.51284211E-03  -1.99251715E-04  1.692540E+00 -4.542481E-02
      -3       5      -4.21184672E-03   1.06410526E-02  -3.08033396E-04  1.692033E+00 -5.681313E-02
      -3       6      -4.21184672E-03   1.27692632E-02  -4.41072339E-04  1.691415E+00 -6.822288E-02
      -3       7      -4.21184672E-03   1.48974737E-02  -5.98418679E-04  1.690688E+00 -7.965831E-02
      -3       8      -4.21184672E-03   1.70256842E-02  -7.80131664E-04  1.689854E+00 -9.112373E-02
      -3       9      -4.21184672E-03   1.91538948E-02  -9.86279659E-04  1.688914E+00 -1.026234E-01
      -3      10      -4.21184672E-03   2.12821053E-02  -1.21694014E-03  1.687870E+00 -5.419118E-02
 
      -2     -10      -2.80789781E-03  -2.12821053E-02  -1.21525937E-03  1.699333E+00 -1.821819E+01
      -2      -9      -2.80789781E-03  -1.91538948E-02  -9.84315803E-04  1.700391E+00 -1.602255E+01
      -2      -8      -2.80789781E-03  -1.70256842E-02  -7.77915450E-04  1.701344E+00 -1.388403E+01
      -2      -7      -2.80789781E-03  -1.48974737E-02  -5.95980521E-04  1.702190E+00 -1.174547E+01
      -2      -6      -2.80789781E-03  -1.27692632E-02  -4.38442381E-04  1.702926E+00 -9.606875E+00
      -2      -5      -2.80789781E-03  -1.06410526E-02  -3.05241543E-04  1.703552E+00 -7.468259E+00
      -2      -4      -2.80789781E-03  -8.51284211E-03  -1.96327676E-04  1.704065E+00 -5.329621E+00
      -2      -3      -2.80789781E-03  -6.38463158E-03  -1.11659598E-04  1.704466E+00 -3.190966E+00
      -2      -2      -2.80789781E-03  -4.25642106E-03  -5.12052777E-05  1.704753E+00 -1.052298E+00
      -2      -1      -2.80789781E-03  -2.12821053E-03  -1.49418371E-05  1.704925E+00  1.086378E+00
      -2       0      -2.80789781E-03   0.00000000E+00  -2.85554878E-06  1.704983E+00  0.000000E+00
      -2       1      -2.80789781E-03   2.12821053E-03  -1.49418371E-05  1.704925E+00 -1.135924E-02
      -2       2      -2.80789781E-03   4.25642106E-03  -5.12052777E-05  1.704753E+00 -2.272279E-02
      -2       3      -2.80789781E-03   6.38463158E-03  -1.11659598E-04  1.704466E+00 -3.409493E-02
      -2       4      -2.80789781E-03   8.51284211E-03  -1.96327676E-04  1.704065E+00 -4.547998E-02
      -2       5      -2.80789781E-03   1.06410526E-02  -3.05241543E-04  1.703552E+00 -5.688223E-02
      -2       6      -2.80789781E-03   1.27692632E-02  -4.38442381E-04  1.702926E+00 -6.830597E-02
      -2       7      -2.80789781E-03   1.48974737E-02  -5.95980521E-04  1.702190E+00 -7.975552E-02
      -2       8      -2.80789781E-03   1.70256842E-02  -7.77915450E-04  1.701344E+00 -9.123517E-02
      -2       9      -2.80789781E-03   1.91538948E-02  -9.84315803E-04  1.700391E+00 -1.027492E-01
      -2      10      -2.80789781E-03   2.12821053E-02  -1.21525937E-03  1.699333E+00 -5.425769E-02
 
      -1     -10      -1.40394891E-03  -2.12821053E-02  -1.21474169E-03  1.710924E+00 -1.829089E+01
      -1      -9      -1.40394891E-03  -1.91538948E-02  -9.83514648E-04  1.711997E+00 -1.608664E+01
      -1      -8      -1.40394891E-03  -1.70256842E-02  -7.76861586E-04  1.712962E+00 -1.393956E+01
      -1      -7      -1.40394891E-03  -1.48974737E-02  -5.94704407E-04  1.713819E+00 -1.179246E+01
      -1      -6      -1.40394891E-03  -1.27692632E-02  -4.36974203E-04  1.714565E+00 -9.645319E+00
      -1      -5      -1.40394891E-03  -1.06410526E-02  -3.03611251E-04  1.715199E+00 -7.498155E+00
      -1      -4      -1.40394891E-03  -8.51284211E-03  -1.94565018E-04  1.715719E+00 -5.350970E+00
      -1      -3      -1.40394891E-03  -6.38463158E-03  -1.09794159E-04  1.716125E+00 -3.203767E+00
      -1      -2      -1.40394891E-03  -4.25642106E-03  -4.92665146E-05  1.716416E+00 -1.056552E+00
      -1      -1      -1.40394891E-03  -2.12821053E-03  -1.29591161E-05  1.716590E+00  1.090673E+00
      -1       0      -1.40394891E-03   0.00000000E+00  -8.58181200E-07  1.716649E+00  0.000000E+00
      -1       1      -1.40394891E-03   2.12821053E-03  -1.29591161E-05  1.716590E+00 -1.137301E-02
      -1       2      -1.40394891E-03   4.25642106E-03  -4.92665146E-05  1.716416E+00 -2.275034E-02
      -1       3      -1.40394891E-03   6.38463158E-03  -1.09794159E-04  1.716125E+00 -3.413631E-02
      -1       4      -1.40394891E-03   8.51284211E-03  -1.94565018E-04  1.715719E+00 -4.553523E-02
      -1       5      -1.40394891E-03   1.06410526E-02  -3.03611251E-04  1.715199E+00 -5.695141E-02
      -1       6      -1.40394891E-03   1.27692632E-02  -4.36974203E-04  1.714565E+00 -6.838918E-02
      -1       7      -1.40394891E-03   1.48974737E-02  -5.94704407E-04  1.713819E+00 -7.985286E-02
      -1       8      -1.40394891E-03   1.70256842E-02  -7.76861586E-04  1.712962E+00 -9.134675E-02
      -1       9      -1.40394891E-03   1.91538948E-02  -9.83514648E-04  1.711997E+00 -1.028752E-01
      -1      10      -1.40394891E-03   2.12821053E-02  -1.21474169E-03  1.710924E+00 -5.432429E-02
 
