#     Ix      Iy          X                Y                Z              dZ/dX         dZ/dY
 
       0     -10       0.00000000E+00  -2.12821053E-02  -1.21539184E-03 -8.806966E-04 -1.836392E+01
       0      -9       0.00000000E+00  -1.91538948E-02  -9.83880929E-04 -6.783620E-04 -1.615101E+01
       0      -8       0.00000000E+00  -1.70256842E-02  -7.76974810E-04 -4.979922E-04 -1.399535E+01
       0      -7       0.00000000E+00  -1.48974737E-02  -5.94595078E-04 -3.393649E-04 -1.183966E+01
       0      -6       0.00000000E+00  -1.27692632E-02  -4.36672549E-04 -2.022842E-04 -9.683934E+00
       0      -5       0.00000000E+00  -1.06410526E-02  -3.03147264E-04 -8.658029E-05 -7.528184E+00
       0      -4       0.00000000E+00  -8.51284211E-03  -1.93968487E-04  7.890590E-06 -5.372413E+00
       0      -3       0.00000000E+00  -6.38463158E-03  -1.09094709E-04  8.124600E-05 -3.216625E+00
       0      -2       0.00000000E+00  -4.25642106E-03  -4.84936425E-05  1.335774E-04 -1.060824E+00
       0      -1       0.00000000E+00  -2.12821053E-03  -1.21422273E-05  1.649501E-04  1.094986E+00
       0       0       0.00000000E+00   0.00000000E+00  -2.66263866E-08  1.754033E-04  0.000000E+00
       0       1       0.00000000E+00   2.12821053E-03  -1.21422273E-05  1.649501E-04 -1.138680E-02
       0       2       0.00000000E+00   4.25642106E-03  -4.84936425E-05  1.335774E-04 -2.277793E-02
       0       3       0.00000000E+00   6.38463158E-03  -1.09094709E-04  8.124600E-05 -3.417774E-02
       0       4       0.00000000E+00   8.51284211E-03  -1.93968487E-04  7.890590E-06 -4.559054E-02
       0       5       0.00000000E+00   1.06410526E-02  -3.03147264E-04 -8.658029E-05 -5.702069E-02
       0       6       0.00000000E+00   1.27692632E-02  -4.36672549E-04 -2.022842E-04 -6.847251E-02
       0       7       0.00000000E+00   1.48974737E-02  -5.94595078E-04 -3.393649E-04 -7.995033E-02
       0       8       0.00000000E+00   1.70256842E-02  -7.76974810E-04 -4.979922E-04 -9.145849E-02
       0       9       0.00000000E+00   1.91538948E-02  -9.83880929E-04 -6.783620E-04 -1.030013E-01
       0      10       0.00000000E+00   2.12821053E-02  -1.21539184E-03 -8.806966E-04 -5.439098E-02
 
       1     -10       1.40394891E-03  -2.12821053E-02  -1.21721460E-03 -1.717623E-03 -1.843727E+01
       1      -9       1.40394891E-03  -1.91538948E-02  -9.85419419E-04 -1.515011E-03 -1.621566E+01
       1      -8       1.40394891E-03  -1.70256842E-02  -7.78259897E-04 -1.334395E-03 -1.405138E+01
       1      -7       1.40394891E-03  -1.48974737E-02  -5.95657309E-04 -1.175553E-03 -1.188707E+01
       1      -6       1.40394891E-03  -1.27692632E-02  -4.37542196E-04 -1.038289E-03 -9.722720E+00
       1      -5       1.40394891E-03  -1.06410526E-02  -3.03854360E-04 -9.224302E-04 -7.558347E+00
       1      -4       1.40394891E-03  -8.51284211E-03  -1.94542862E-04 -8.278338E-04 -5.393952E+00
       1      -3       1.40394891E-03  -6.38463158E-03  -1.09566028E-04 -7.543813E-04 -3.229540E+00
       1      -2       1.40394891E-03  -4.25642106E-03  -4.88914429E-05 -7.019808E-04 -1.065115E+00
       1      -1       1.40394891E-03  -2.12821053E-03  -1.24959530E-05 -6.705668E-04  1.099319E+00
       1       0       1.40394891E-03   0.00000000E+00  -3.65666610E-07 -6.600998E-04  0.000000E+00
       1       1       1.40394891E-03   2.12821053E-03  -1.24959530E-05 -6.705668E-04 -1.140061E-02
       1       2       1.40394891E-03   4.25642106E-03  -4.88914429E-05 -7.019808E-04 -2.280556E-02
       1       3       1.40394891E-03   6.38463158E-03  -1.09566028E-04 -7.543813E-04 -3.421922E-02
       1       4       1.40394891E-03   8.51284211E-03  -1.94542862E-04 -8.278338E-04 -4.564594E-02
       1       5       1.40394891E-03   1.06410526E-02  -3.03854360E-04 -9.224302E-04 -5.709006E-02
       1       6       1.40394891E-03   1.27692632E-02  -4.37542196E-04 -1.038289E-03 -6.855594E-02
       1       7       1.40394891E-03   1.48974737E-02  -5.95657309E-04 -1.175553E-03 -8.004793E-02
       1       8       1.40394891E-03   1.70256842E-02  -7.78259897E-04 -1.334395E-03 -9.157038E-02
       1       9       1.40394891E-03   1.91538948E-02  -9.85419419E-04 -1.515011E-03 -1.031277E-01
       1      10       1.40394891E-03   2.12821053E-02  -1.21721460E-03 -1.717622E-03 -5.445777E-02
 
       2     -10       2.80789781E-03  -2.12821053E-02  -1.22021475E-03 -2.557984E-03 -1.851094E+01
       2      -9       2.80789781E-03  -1.91538948E-02  -9.88134924E-04 -2.355096E-03 -1.628061E+01
       2      -8       2.80789781E-03  -1.70256842E-02  -7.80721655E-04 -2.174236E-03 -1.410766E+01
       2      -7       2.80789781E-03  -1.48974737E-02  -5.97895912E-04 -2.015181E-03 -1.193469E+01
       2      -6       2.80789781E-03  -1.27692632E-02  -4.39587957E-04 -1.877734E-03 -9.761678E+00
       2      -5       2.80789781E-03  -1.06410526E-02  -3.05737353E-04 -1.761722E-03 -7.588643E+00
       2      -4       2.80789781E-03  -8.51284211E-03  -1.96292960E-04 -1.667001E-03 -5.415587E+00
       2      -3       2.80789781E-03  -6.38463158E-03  -1.11212934E-04 -1.593452E-03 -3.242513E+00
       2      -2       2.80789781E-03  -4.25642106E-03  -5.04647329E-05 -1.540983E-03 -1.069425E+00
       2      -1       2.80789781E-03  -2.12821053E-03  -1.40251104E-05 -1.509527E-03  1.103671E+00
       2       0       2.80789781E-03   0.00000000E+00  -1.88011923E-06 -1.499047E-03  0.000000E+00
       2       1       2.80789781E-03   2.12821053E-03  -1.40251104E-05 -1.509528E-03 -1.141443E-02
       2       2       2.80789781E-03   4.25642106E-03  -5.04647329E-05 -1.540983E-03 -2.283323E-02
       2       3       2.80789781E-03   6.38463158E-03  -1.11212934E-04 -1.593452E-03 -3.426076E-02
       2       4       2.80789781E-03   8.51284211E-03  -1.96292960E-04 -1.667001E-03 -4.570140E-02
       2       5       2.80789781E-03   1.06410526E-02  -3.05737353E-04 -1.761722E-03 -5.715952E-02
       2       6       2.80789781E-03   1.27692632E-02  -4.39587957E-04 -1.877734E-03 -6.863949E-02
       2       7       2.80789781E-03   1.48974737E-02  -5.97895912E-04 -2.015181E-03 -8.014567E-02
       2       8       2.80789781E-03   1.70256842E-02  -7.80721655E-04 -2.174236E-03 -9.168243E-02
       2       9       2.80789781E-03   1.91538948E-02  -9.88134924E-04 -2.355096E-03 -1.032541E-01
       2      10       2.80789781E-03   2.12821053E-02  -1.22021475E-03 -2.557984E-03 -5.452464E-02
 
       3     -10       4.21184672E-03  -2.12821053E-02  -1.22439716E-03 -3.401805E-03 -1.858495E+01
       3      -9       4.21184672E-03  -1.91538948E-02  -9.92032287E-04 -3.198642E-03 -1.634584E+01
       3      -8       4.21184672E-03  -1.70256842E-02  -7.84364929E-04 -3.017540E-03 -1.416420E+01
       3      -7       4.21184672E-03  -1.48974737E-02  -6.01315732E-04 -2.858274E-03 -1.198252E+01
       3      -6       4.21184672E-03  -1.27692632E-02  -4.42814680E-04 -2.720644E-03 -9.800810E+00
       3      -5       4.21184672E-03  -1.06410526E-02  -3.08801094E-04 -2.604480E-03 -7.619074E+00
       3      -4       4.21184672E-03  -8.51284211E-03  -1.99223630E-04 -2.509635E-03 -5.437317E+00
       3      -3       4.21184672E-03  -6.38463158E-03  -1.14040278E-04 -2.435990E-03 -3.255543E+00
       3      -2       4.21184672E-03  -4.25642106E-03  -5.32183646E-05 -2.383453E-03 -1.073755E+00
       3      -1       4.21184672E-03  -2.12821053E-03  -1.67345520E-05 -2.351957E-03  1.108042E+00
       3       0       4.21184672E-03   0.00000000E+00  -4.57483704E-06 -2.341463E-03  0.000000E+00
       3       1       4.21184672E-03   2.12821053E-03  -1.67345520E-05 -2.351957E-03 -1.142827E-02
       3       2       4.21184672E-03   4.25642106E-03  -5.32183646E-05 -2.383453E-03 -2.286093E-02
       3       3       4.21184672E-03   6.38463158E-03  -1.14040278E-04 -2.435990E-03 -3.430235E-02
       3       4       4.21184672E-03   8.51284211E-03  -1.99223630E-04 -2.509635E-03 -4.575694E-02
       3       5       4.21184672E-03   1.06410526E-02  -3.08801094E-04 -2.604480E-03 -5.722908E-02
       3       6       4.21184672E-03   1.27692632E-02  -4.42814680E-04 -2.720644E-03 -6.872314E-02
       3       7       4.21184672E-03   1.48974737E-02  -6.01315732E-04 -2.858274E-03 -8.024353E-02
       3       8       4.21184672E-03   1.70256842E-02  -7.84364929E-04 -3.017540E-03 -9.179462E-02
       3       9       4.21184672E-03   1.91538948E-02  -9.92032287E-04 -3.198642E-03 -1.033808E-01
       3      10       4.21184672E-03   2.12821053E-02  -1.22439716E-03 -3.401805E-03 -5.459161E-02
 
       4     -10       5.61579563E-03  -2.12821053E-02  -1.22976668E-03 -4.249111E-03 -1.865928E+01
       4      -9       5.61579563E-03  -1.91538948E-02  -9.97116385E-04 -4.045676E-03 -1.641136E+01
       4      -8       5.61579563E-03  -1.70256842E-02  -7.89194599E-04 -3.864333E-03 -1.422098E+01
       4      -7       5.61579563E-03  -1.48974737E-02  -6.05921652E-04 -3.704856E-03 -1.203056E+01
       4      -6       5.61579563E-03  -1.27692632E-02  -4.47227249E-04 -3.567047E-03 -9.840115E+00
       4      -5       5.61579563E-03  -1.06410526E-02  -3.13050467E-04 -3.450731E-03 -7.649641E+00
       4      -4       5.61579563E-03  -8.51284211E-03  -2.03339759E-04 -3.355763E-03 -5.459145E+00
       4      -3       5.61579563E-03  -6.38463158E-03  -1.18052946E-04 -3.282023E-03 -3.268631E+00
       4      -2       5.61579563E-03  -4.25642106E-03  -5.71572260E-05 -3.229418E-03 -1.078104E+00
       4      -1       5.61579563E-03  -2.12821053E-03  -2.06291664E-05 -3.197882E-03  1.112432E+00
       4       0       5.61579563E-03   0.00000000E+00  -8.45470869E-06 -3.187375E-03  0.000000E+00
       4       1       5.61579563E-03   2.12821053E-03  -2.06291664E-05 -3.197882E-03 -1.144213E-02
       4       2       5.61579563E-03   4.25642106E-03  -5.71572260E-05 -3.229418E-03 -2.288866E-02
       4       3       5.61579563E-03   6.38463158E-03  -1.18052946E-04 -3.282023E-03 -3.434400E-02
       4       4       5.61579563E-03   8.51284211E-03  -2.03339759E-04 -3.355763E-03 -4.581255E-02
       4       5       5.61579563E-03   1.06410526E-02  -3.13050467E-04 -3.450731E-03 -5.729872E-02
       4       6       5.61579563E-03   1.27692632E-02  -4.47227249E-04 -3.567046E-03 -6.880691E-02
       4       7       5.61579563E-03   1.48974737E-02  -6.05921652E-04 -3.704856E-03 -8.034152E-02
       4       8       5.61579563E-03   1.70256842E-02  -7.89194599E-04 -3.864333E-03 -9.190696E-02
       4       9       5.61579563E-03   1.91538948E-02  -9.97116385E-04 -4.045676E-03 -1.035076E-01
       4      10       5.61579563E-03   2.12821053E-02  -1.22976668E-03 -4.249111E-03 -5.465867E-02
 
       5     -10       7.01974454E-03  -2.12821053E-02  -1.23632822E-03 -5.099928E-03 -1.873394E+01
       5      -9       7.01974454E-03  -1.91538948E-02  -1.00339213E-03 -4.896222E-03 -1.647717E+01
       5      -8       7.01974454E-03  -1.70256842E-02  -7.95215581E-04 -4.714640E-03 -1.427802E+01
       5      -7       7.01974454E-03  -1.48974737E-02  -6.11718589E-04 -4.554955E-03 -1.207882E+01
       5      -6       7.01974454E-03  -1.27692632E-02  -4.52830582E-04 -4.416966E-03 -9.879595E+00
       5      -5       7.01974454E-03  -1.06410526E-02  -3.18490394E-04 -4.300500E-03 -7.680343E+00
       5      -4       7.01974454E-03  -8.51284211E-03  -2.08646269E-04 -4.205410E-03 -5.481069E+00
       5      -3       7.01974454E-03  -6.38463158E-03  -1.23255863E-04 -4.131576E-03 -3.281777E+00
       5      -2       7.01974454E-03  -4.25642106E-03  -6.22862415E-05 -4.078904E-03 -1.082472E+00
       5      -1       7.01974454E-03  -2.12821053E-03  -2.57138784E-05 -4.047328E-03  1.116842E+00
       5       0       7.01974454E-03   0.00000000E+00  -1.35246590E-05 -4.036807E-03  0.000000E+00
       5       1       7.01974454E-03   2.12821053E-03  -2.57138784E-05 -4.047328E-03 -1.145601E-02
       5       2       7.01974454E-03   4.25642106E-03  -6.22862415E-05 -4.078904E-03 -2.291643E-02
       5       3       7.01974454E-03   6.38463158E-03  -1.23255863E-04 -4.131576E-03 -3.438570E-02
       5       4       7.01974454E-03   8.51284211E-03  -2.08646269E-04 -4.205410E-03 -4.586824E-02
       5       5       7.01974454E-03   1.06410526E-02  -3.18490394E-04 -4.300500E-03 -5.736846E-02
       5       6       7.01974454E-03   1.27692632E-02  -4.52830582E-04 -4.416966E-03 -6.889079E-02
       5       7       7.01974454E-03   1.48974737E-02  -6.11718589E-04 -4.554955E-03 -8.043964E-02
       5       8       7.01974454E-03   1.70256842E-02  -7.95215581E-04 -4.714640E-03 -9.201945E-02
       5       9       7.01974454E-03   1.91538948E-02  -1.00339213E-03 -4.896222E-03 -1.036346E-01
       5      10       7.01974454E-03   2.12821053E-02  -1.23632822E-03 -5.099928E-03 -5.472581E-02
 
       6     -10       8.42369344E-03  -2.12821053E-02  -1.24408675E-03 -5.954282E-03 -1.880893E+01
       6      -9       8.42369344E-03  -1.91538948E-02  -1.01086448E-03 -5.750307E-03 -1.654328E+01
       6      -8       8.42369344E-03  -1.70256842E-02  -8.02432826E-04 -5.568488E-03 -1.433530E+01
       6      -7       8.42369344E-03  -1.48974737E-02  -6.18711499E-04 -5.408595E-03 -1.212729E+01
       6      -6       8.42369344E-03  -1.27692632E-02  -4.59629637E-04 -5.270429E-03 -9.919251E+00
       6      -5       8.42369344E-03  -1.06410526E-02  -3.25125832E-04 -5.153814E-03 -7.711182E+00
       6      -4       8.42369344E-03  -8.51284211E-03  -2.15148121E-04 -5.058603E-03 -5.503091E+00
       6      -3       8.42369344E-03  -6.38463158E-03  -1.29653989E-04 -4.984675E-03 -3.294982E+00
       6      -2       8.42369344E-03  -4.25642106E-03  -6.86103719E-05 -4.931936E-03 -1.086860E+00
       6      -1       8.42369344E-03  -2.12821053E-03  -3.19936490E-05 -4.900320E-03  1.121271E+00
       6       0       8.42369344E-03   0.00000000E+00  -1.97896493E-05 -4.889786E-03  0.000000E+00
       6       1       8.42369344E-03   2.12821053E-03  -3.19936490E-05 -4.900320E-03 -1.146990E-02
       6       2       8.42369344E-03   4.25642106E-03  -6.86103719E-05 -4.931936E-03 -2.294424E-02
       6       3       8.42369344E-03   6.38463158E-03  -1.29653989E-04 -4.984675E-03 -3.442746E-02
       6       4       8.42369344E-03   8.51284211E-03  -2.15148121E-04 -5.058603E-03 -4.592399E-02
       6       5       8.42369344E-03   1.06410526E-02  -3.25125832E-04 -5.153814E-03 -5.743828E-02
       6       6       8.42369344E-03   1.27692632E-02  -4.59629637E-04 -5.270429E-03 -6.897477E-02
       6       7       8.42369344E-03   1.48974737E-02  -6.18711499E-04 -5.408595E-03 -8.053789E-02
       6       8       8.42369344E-03   1.70256842E-02  -8.02432826E-04 -5.568488E-03 -9.213209E-02
       6       9       8.42369344E-03   1.91538948E-02  -1.01086448E-03 -5.750307E-03 -1.037618E-01
       6      10       8.42369344E-03   2.12821053E-02  -1.24408675E-03 -5.954282E-03 -5.479305E-02
 
       7     -10       9.82764235E-03  -2.12821053E-02  -1.25304724E-03 -6.812200E-03 -1.888426E+01
       7      -9       9.82764235E-03  -1.91538948E-02  -1.01953841E-03 -6.607958E-03 -1.660968E+01
       7      -8       9.82764235E-03  -1.70256842E-02  -8.10851325E-04 -6.425902E-03 -1.439285E+01
       7      -7       9.82764235E-03  -1.48974737E-02  -6.26905372E-04 -6.265804E-03 -1.217598E+01
       7      -6       9.82764235E-03  -1.27692632E-02  -4.67629407E-04 -6.127461E-03 -9.959082E+00
       7      -5       9.82764235E-03  -1.06410526E-02  -3.32961776E-04 -6.010698E-03 -7.742158E+00
       7      -4       9.82764235E-03  -8.51284211E-03  -2.22850309E-04 -5.915367E-03 -5.525210E+00
       7      -3       9.82764235E-03  -6.38463158E-03  -1.37252321E-04 -5.841346E-03 -3.308245E+00
       7      -2       9.82764235E-03  -4.25642106E-03  -7.61346149E-05 -5.788542E-03 -1.091267E+00
       7      -1       9.82764235E-03  -2.12821053E-03  -3.94734766E-05 -5.756886E-03  1.125720E+00
       7       0       9.82764235E-03   0.00000000E+00  -2.72546780E-05 -5.746338E-03  0.000000E+00
       7       1       9.82764235E-03   2.12821053E-03  -3.94734766E-05 -5.756886E-03 -1.148381E-02
       7       2       9.82764235E-03   4.25642106E-03  -7.61346149E-05 -5.788542E-03 -2.297208E-02
       7       3       9.82764235E-03   6.38463158E-03  -1.37252321E-04 -5.841346E-03 -3.446926E-02
       7       4       9.82764235E-03   8.51284211E-03  -2.22850309E-04 -5.915367E-03 -4.597982E-02
       7       5       9.82764235E-03   1.06410526E-02  -3.32961776E-04 -6.010698E-03 -5.750820E-02
       7       6       9.82764235E-03   1.27692632E-02  -4.67629407E-04 -6.127461E-03 -6.905886E-02
       7       7       9.82764235E-03   1.48974737E-02  -6.26905372E-04 -6.265804E-03 -8.063627E-02
       7       8       9.82764235E-03   1.70256842E-02  -8.10851325E-04 -6.425902E-03 -9.224488E-02
       7       9       9.82764235E-03   1.91538948E-02  -1.01953841E-03 -6.607958E-03 -1.038891E-01
       7      10       9.82764235E-03   2.12821053E-02  -1.25304724E-03 -6.812200E-03 -5.486037E-02
 
       8     -10       1.12315913E-02  -2.12821053E-02  -1.26321471E-03 -7.673707E-03 -1.895992E+01
       8      -9       1.12315913E-02  -1.91538948E-02  -1.02941895E-03 -7.469200E-03 -1.667637E+01
       8      -8       1.12315913E-02  -1.70256842E-02  -8.20476103E-04 -7.286910E-03 -1.445065E+01
       8      -7       1.12315913E-02  -1.48974737E-02  -6.36305237E-04 -7.126608E-03 -1.222489E+01
       8      -6       1.12315913E-02  -1.27692632E-02  -4.76834922E-04 -6.988090E-03 -9.999092E+00
       8      -5       1.12315913E-02  -1.06410526E-02  -3.42003258E-04 -6.871180E-03 -7.773271E+00
       8      -4       1.12315913E-02  -8.51284211E-03  -2.31757867E-04 -6.775730E-03 -5.547429E+00
       8      -3       1.12315913E-02  -6.38463158E-03  -1.46055893E-04 -6.701617E-03 -3.321568E+00
       8      -2       1.12315913E-02  -4.25642106E-03  -8.48640056E-05 -6.648747E-03 -1.095694E+00
       8      -1       1.12315913E-02  -2.12821053E-03  -4.81583965E-05 -6.617052E-03  1.130189E+00
       8       0       1.12315913E-02   0.00000000E+00  -3.59247806E-05 -6.606491E-03  0.000000E+00
       8       1       1.12315913E-02   2.12821053E-03  -4.81583965E-05 -6.617052E-03 -1.149774E-02
       8       2       1.12315913E-02   4.25642106E-03  -8.48640056E-05 -6.648747E-03 -2.299996E-02
       8       3       1.12315913E-02   6.38463158E-03  -1.46055893E-04 -6.701617E-03 -3.451112E-02
       8       4       1.12315913E-02   8.51284211E-03  -2.31757867E-04 -6.775730E-03 -4.603571E-02
       8       5       1.12315913E-02   1.06410526E-02  -3.42003258E-04 -6.871180E-03 -5.757820E-02
       8       6       1.12315913E-02   1.27692632E-02  -4.76834922E-04 -6.988090E-03 -6.914306E-02
       8       7       1.12315913E-02   1.48974737E-02  -6.36305237E-04 -7.126608E-03 -8.073477E-02
       8       8       1.12315913E-02   1.70256842E-02  -8.20476103E-04 -7.286910E-03 -9.235781E-02
       8       9       1.12315913E-02   1.91538948E-02  -1.02941895E-03 -7.469200E-03 -1.040166E-01
       8      10       1.12315913E-02   2.12821053E-02  -1.26321471E-03 -7.673707E-03 -5.492778E-02
 
       9     -10       1.26355402E-02  -2.12821053E-02  -1.27459423E-03 -8.538831E-03 -1.903592E+01
       9      -9       1.26355402E-02  -1.91538948E-02  -1.04051116E-03 -8.334061E-03 -1.674337E+01
       9      -8       1.26355402E-02  -1.70256842E-02  -8.31312225E-04 -8.151539E-03 -1.450870E+01
       9      -7       1.26355402E-02  -1.48974737E-02  -6.46916159E-04 -7.991034E-03 -1.227401E+01
       9      -6       1.26355402E-02  -1.27692632E-02  -4.87251250E-04 -7.852342E-03 -1.003928E+01
       9      -5       1.26355402E-02  -1.06410526E-02  -3.52255348E-04 -7.735287E-03 -7.804524E+00
       9      -4       1.26355402E-02  -8.51284211E-03  -2.41875865E-04 -7.639718E-03 -5.569746E+00
       9      -3       1.26355402E-02  -6.38463158E-03  -1.56069777E-04 -7.565514E-03 -3.334950E+00
       9      -2       1.26355402E-02  -4.25642106E-03  -9.48036165E-05 -7.512579E-03 -1.100141E+00
       9      -1       1.26355402E-02  -2.12821053E-03  -5.80534818E-05 -7.480845E-03  1.134678E+00
       9       0       1.26355402E-02   0.00000000E+00  -4.58050305E-05 -7.470271E-03  0.000000E+00
       9       1       1.26355402E-02   2.12821053E-03  -5.80534819E-05 -7.480845E-03 -1.151169E-02
       9       2       1.26355402E-02   4.25642106E-03  -9.48036165E-05 -7.512579E-03 -2.302787E-02
       9       3       1.26355402E-02   6.38463158E-03  -1.56069777E-04 -7.565514E-03 -3.455303E-02
       9       4       1.26355402E-02   8.51284211E-03  -2.41875865E-04 -7.639718E-03 -4.609167E-02
       9       5       1.26355402E-02   1.06410526E-02  -3.52255348E-04 -7.735287E-03 -5.764829E-02
       9       6       1.26355402E-02   1.27692632E-02  -4.87251250E-04 -7.852342E-03 -6.922736E-02
       9       7       1.26355402E-02   1.48974737E-02  -6.46916159E-04 -7.991034E-03 -8.083340E-02
       9       8       1.26355402E-02   1.70256842E-02  -8.31312225E-04 -8.151539E-03 -9.247088E-02
       9       9       1.26355402E-02   1.91538948E-02  -1.04051116E-03 -8.334061E-03 -1.041443E-01
       9      10       1.26355402E-02   2.12821053E-02  -1.27459423E-03 -8.538831E-03 -5.499528E-02
 
      10     -10       1.40394891E-02  -2.12821053E-02  -1.28719088E-03 -9.407599E-03 -1.911225E+01
      10      -9       1.40394891E-02  -1.91538948E-02  -1.05282014E-03 -9.202567E-03 -1.681066E+01
      10      -8       1.40394891E-02  -1.70256842E-02  -8.43364791E-04 -9.019815E-03 -1.456702E+01
      10      -7       1.40394891E-02  -1.48974737E-02  -6.58743244E-04 -8.859109E-03 -1.232335E+01
      10      -6       1.40394891E-02  -1.27692632E-02  -4.98883497E-04 -8.720245E-03 -1.007965E+01
      10      -5       1.40394891E-02  -1.06410526E-02  -3.63723153E-04 -8.603045E-03 -7.835915E+00
      10      -4       1.40394891E-02  -8.51284211E-03  -2.53209414E-04 -8.507359E-03 -5.592163E+00
      10      -3       1.40394891E-02  -6.38463158E-03  -1.67299082E-04 -8.433064E-03 -3.348392E+00
      10      -2       1.40394891E-02  -4.25642106E-03  -1.05958558E-04 -8.380064E-03 -1.104607E+00
      10      -1       1.40394891E-02  -2.12821053E-03  -6.91638439E-05 -8.348292E-03  1.139186E+00
      10       0       1.40394891E-02   0.00000000E+00  -5.69005390E-05 -8.337706E-03  0.000000E+00
      10       1       1.40394891E-02   2.12821053E-03  -6.91638439E-05 -8.348292E-03 -1.152565E-02
      10       2       1.40394891E-02   4.25642106E-03  -1.05958558E-04 -8.380064E-03 -2.305581E-02
      10       3       1.40394891E-02   6.38463158E-03  -1.67299082E-04 -8.433064E-03 -3.459499E-02
      10       4       1.40394891E-02   8.51284211E-03  -2.53209414E-04 -8.507359E-03 -4.614771E-02
      10       5       1.40394891E-02   1.06410526E-02  -3.63723153E-04 -8.603045E-03 -5.771846E-02
      10       6       1.40394891E-02   1.27692632E-02  -4.98883497E-04 -8.720245E-03 -6.931177E-02
      10       7       1.40394891E-02   1.48974737E-02  -6.58743244E-04 -8.859109E-03 -8.093215E-02
      10       8       1.40394891E-02   1.70256842E-02  -8.43364791E-04 -9.019815E-03 -9.258410E-02
      10       9       1.40394891E-02   1.91538948E-02  -1.05282014E-03 -9.202567E-03 -1.042721E-01
      10      10       1.40394891E-02   2.12821053E-02  -1.28719088E-03 -9.407598E-03 -5.506287E-02
 
      11     -10       1.54434380E-02  -2.12821053E-02  -1.30100980E-03 -1.028004E-02 -1.918893E+01
      11      -9       1.54434380E-02  -1.91538948E-02  -1.06635103E-03 -1.007475E-02 -1.687825E+01
      11      -8       1.54434380E-02  -1.70256842E-02  -8.56638943E-04 -9.891766E-03 -1.462560E+01
      11      -7       1.54434380E-02  -1.48974737E-02  -6.71791632E-04 -9.730861E-03 -1.237291E+01
      11      -6       1.54434380E-02  -1.27692632E-02  -5.11736807E-04 -9.591826E-03 -1.012019E+01
      11      -5       1.54434380E-02  -1.06410526E-02  -3.76411819E-04 -9.474482E-03 -7.867447E+00
      11      -4       1.54434380E-02  -8.51284211E-03  -2.65763660E-04 -9.378680E-03 -5.614679E+00
      11      -3       1.54434380E-02  -6.38463158E-03  -1.79748958E-04 -9.304295E-03 -3.361893E+00
      11      -2       1.54434380E-02  -4.25642106E-03  -1.18333981E-04 -9.251231E-03 -1.109094E+00
      11      -1       1.54434380E-02  -2.12821053E-03  -8.14946322E-05 -9.219421E-03  1.143715E+00
      11       0       1.54434380E-02   0.00000000E+00  -6.92164557E-05 -9.208822E-03  0.000000E+00
      11       1       1.54434380E-02   2.12821053E-03  -8.14946322E-05 -9.219421E-03 -1.153963E-02
      11       2       1.54434380E-02   4.25642106E-03  -1.18333981E-04 -9.251231E-03 -2.308379E-02
      11       3       1.54434380E-02   6.38463158E-03  -1.79748958E-04 -9.304295E-03 -3.463701E-02
      11       4       1.54434380E-02   8.51284211E-03  -2.65763660E-04 -9.378680E-03 -4.620381E-02
      11       5       1.54434380E-02   1.06410526E-02  -3.76411819E-04 -9.474482E-03 -5.778873E-02
      11       6       1.54434380E-02   1.27692632E-02  -5.11736807E-04 -9.591826E-03 -6.939629E-02
      11       7       1.54434380E-02   1.48974737E-02  -6.71791632E-04 -9.730861E-03 -8.103102E-02
      11       8       1.54434380E-02   1.70256842E-02  -8.56638943E-04 -9.891766E-03 -9.269745E-02
      11       9       1.54434380E-02   1.91538948E-02  -1.06635103E-03 -1.007475E-02 -1.044001E-01
      11      10       1.54434380E-02   2.12821053E-02  -1.30100980E-03 -1.028004E-02 -5.513054E-02
 
      12     -10       1.68473869E-02  -2.12821053E-02  -1.31605617E-03 -1.115617E-02 -1.926595E+01
      12      -9       1.68473869E-02  -1.91538948E-02  -1.08110900E-03 -1.095063E-02 -1.694614E+01
      12      -8       1.68473869E-02  -1.70256842E-02  -8.71139859E-04 -1.076742E-02 -1.468443E+01
      12      -7       1.68473869E-02  -1.48974737E-02  -6.86066506E-04 -1.060632E-02 -1.242269E+01
      12      -6       1.68473869E-02  -1.27692632E-02  -5.25816363E-04 -1.046711E-02 -1.016092E+01
      12      -5       1.68473869E-02  -1.06410526E-02  -3.90326531E-04 -1.034963E-02 -7.899120E+00
      12      -4       1.68473869E-02  -8.51284211E-03  -2.79543789E-04 -1.025371E-02 -5.637297E+00
      12      -3       1.68473869E-02  -6.38463158E-03  -1.93424591E-04 -1.017923E-02 -3.375455E+00
      12      -2       1.68473869E-02  -4.25642106E-03  -1.31935071E-04 -1.012611E-02 -1.113600E+00
      12      -1       1.68473869E-02  -2.12821053E-03  -9.50510350E-05 -1.009426E-02  1.148264E+00
      12       0       1.68473869E-02   0.00000000E+00  -8.27579692E-05 -1.008365E-02  0.000000E+00
      12       1       1.68473869E-02   2.12821053E-03  -9.50510350E-05 -1.009426E-02 -1.155363E-02
      12       2       1.68473869E-02   4.25642106E-03  -1.31935071E-04 -1.012611E-02 -2.311180E-02
      12       3       1.68473869E-02   6.38463158E-03  -1.93424591E-04 -1.017923E-02 -3.467907E-02
      12       4       1.68473869E-02   8.51284211E-03  -2.79543789E-04 -1.025371E-02 -4.625998E-02
      12       5       1.68473869E-02   1.06410526E-02  -3.90326531E-04 -1.034963E-02 -5.785907E-02
