# New buncher cavity
# On-axis Ez scaled to 1 V/m
# R(m)	Z(m)	Er(V/m)	Ez(V/m)	Bphi(T)
R	Z	Er	Ez	Bphi
0.002	-0.01	-0.0010098965136139857	0.9958115643524564	9.094063231260819e-11
0.002	-0.011000000000000001	-0.001252675072842359	0.9947063699387119	9.08380484070102e-11
0.002	-0.012	-0.0015394039485582235	0.9933374359489601	9.071100218546193e-11
0.002	-0.013000000000000001	-0.001875759821159449	0.9916608057871997	9.055633722009882e-11
0.002	-0.013999999999999999	-0.002267099115844469	0.9896262433437154	9.036774065519178e-11
0.002	-0.015	-0.0027194124886968755	0.9871709534813623	9.014047784894395e-11
0.002	-0.016	-0.0032388224655882647	0.9842321410629961	8.986902505259237e-11
0.002	-0.017	-0.003831501808499949	0.9807407314377574	8.954706941040793e-11
0.002	-0.018000000000000002	-0.004502907414849794	0.976621370441073	8.916671985272929e-11
0.002	-0.019	-0.005259048779262533	0.9717924243946549	8.872087441686114e-11
0.002	-0.02	-0.006104465990153723	0.966159700592786	8.82024311401083e-11
0.002	-0.021	-0.007052459057570581	0.9596290063297498	8.760192073887705e-11
0.002	-0.022000000000000002	-0.008093539636290566	0.9521061488998291	8.691066303653989e-11
0.002	-0.023	-0.00923320858032754	0.9434969355973073	8.611997785646931e-11
0.002	-0.024	-0.010469205264744298	0.9337008942027528	8.52211850220378e-11
0.002	-0.025	-0.011797887571586457	0.9226175524967346	8.42056043566178e-11
0.002	-0.026000000000000002	-0.013213289962825276	0.9101652768009645	8.306455568358182e-11
0.002	-0.027000000000000003	-0.014705365216517632	0.8962498744097257	8.179093704023461e-11
0.002	-0.027999999999999997	-0.016260235607354564	0.8808022706721591	8.037843557084707e-11
0.002	-0.028999999999999998	-0.01786107203858133	0.8637722294785491	7.882113297317312e-11
0.002	-0.03	-0.01948664975384306	0.84510951471918	7.711626737283133e-11
0.002	-0.031000000000000003	-0.021112353059379082	0.8248078468803375	7.526265510937247e-11
0.002	-0.032	-0.02271048929970863	0.8028735054757359	7.326147984324575e-11
0.002	-0.033	-0.024250854013865165	0.7793567266150909	7.111668710928186e-11
0.002	-0.034	-0.025701672862453527	0.7543265849492615	6.883498431669296e-11
0.002	-0.035	-0.02703205063799859	0.7278898322113935	6.642623530255581e-11
0.002	-0.036000000000000004	-0.028210903747613786	0.7001783381894906	6.390282904623875e-11
0.002	-0.037000000000000005	-0.02921116748718979	0.671374208781272	6.127999531218829e-11
0.002	-0.038	-0.030008477343514518	0.6416532703707425	5.857548900714248e-11
0.002	-0.039	-0.03053966140862051	0.6112497488194514	5.5809037805254845e-11
0.002	-0.04	-0.030871596503566762	0.580345750025118	5.3001237398341556e-11
0.002	-0.040999999999999995	-0.031008301517130514	0.5492426906460364	5.017315694239851e-11
0.002	-0.042	-0.03089941474932181	0.5181490505375264	4.73458655934216e-11
0.002	-0.043	-0.030526976790917308	0.48731977795639503	4.454003795392366e-11
0.002	-0.044000000000000004	-0.029965965035667633	0.4569815633477343	4.177634862641749e-11
0.002	-0.045	-0.029217133025218524	0.4273077212900633	3.907263142833784e-11
0.002	-0.046	-0.028304845272782073	0.39847784587561536	3.644498414179392e-11
0.002	-0.047	-0.027255412940821865	0.37064201748216613	3.390705831729992e-11
0.002	-0.048	-0.02609671707023008	0.3439214307244047	3.147013818447163e-11
0.002	-0.049	-0.02485381292072742	0.31841153421079066	2.914306174132979e-11
0.002	-0.05	-0.02355351401587461	0.29417700693258314	2.6932062932906895e-11
0.002	-0.051	-0.02224555410429016	0.27127687631869785	2.484132402612347e-11
0.002	-0.052000000000000005	-0.02089815884657892	0.249750703305536	2.2872896699091487e-11
0.002	-0.053	-0.01955961770320506	0.2295664623731538	2.102685986250755e-11
0.002	-0.054000000000000006	-0.018243933989751833	0.2107053149804079	1.930179312383262e-11
0.002	-0.055	-0.01696222244549382	0.19313335175324023	1.7695013519381812e-11
0.002	-0.055999999999999994	-0.01572239525771124	0.17680536019290666	1.620273333571768e-11
0.002	-0.057	-0.014557482668542147	0.16167738370340598	1.4820454663133224e-11
0.002	-0.057999999999999996	-0.013437280217019992	0.14776009745805282	1.3543679591921454e-11
0.002	-0.059000000000000004	-0.012375665628453731	0.13491598010650055	1.236648981983634e-11
0.002	-0.06	-0.011372073746609061	0.12307972470611875	1.1283124866025071e-11
0.002	-0.061	-0.010425751029840249	0.11218539636290564	1.0287587517544996e-11
0.002	-0.062000000000000006	-0.009574437355571183	0.10223739073646136	9.374511847026369e-12
0.002	-0.063	-0.008765196423188987	0.09312644428815432	8.538453016402842e-12
0.002	-0.064	-0.00800763588867678	0.08476903948558223	7.773374357383455e-12
0.002	-0.065	-0.0073167009946749715	0.07711494021902943	7.07380735869287e-12
0.002	-0.066	-0.006682784085200441	0.07017796141866774	6.4354829516442776e-12
0.002	-0.067	-0.006090531749221341	0.06382686124786496	5.853200921330828e-12
0.002	-0.068	-0.00553707424897016	0.05801134080176831	5.3220924777714454e-12
0.002	-0.069	-0.0050566286546769815	0.0527572088817442	4.838480382503928e-12
0.002	-0.07	-0.004599618205566161	0.04796003717472118	4.3984033185582605e-12
0.002	-0.071	-0.0041720209986938605	0.04357009193208078	3.997694801153232e-12
0.002	-0.07200000000000001	-0.0038051466894403695	0.039618331156435246	3.6335377184197308e-12
0.002	-0.073	-0.0034542035064804577	0.03600936903446197	3.3026888407269266e-12
0.002	-0.07400000000000001	-0.003135819602130011	0.03271689440369738	3.001849700956362e-12
0.002	-0.075	-0.002849806590977594	0.029757296794936196	2.7290238584837068e-12
0.002	-0.076	-0.002579762383201045	0.02704957048126193	2.4814099835791696e-12
0.002	-0.077	-0.002343049834220838	0.024602130011051944	2.256680210692644e-12
0.002	-0.078	-0.0021225572691650754	0.022387659499648348	2.053240543752529e-12
0.002	-0.079	-0.0019194212800160754	0.020364086205164268	1.868723661860411e-12
0.002	-0.08	-0.0017397957902140055	0.018558098060886166	1.7019222313580973e-12
0.002	-0.081	-0.001568113885260725	0.01690589520747513	1.551029197293132e-12
0.002	-0.08199999999999999	-0.0014196661810509392	0.01542411835627449	1.4146399492657886e-12
0.002	-0.083	-0.0012784022405304934	0.01408293981714056	1.2917128660807647e-12
0.002	-0.084	-0.0011517193308550183	0.012871684416758764	1.1807723177113812e-12
0.002	-0.085	-0.0010350396865266753	0.011789221842660503	1.0811791275150666e-12
0.002	-0.086	-0.0009268750627951371	0.010806917512307846	9.916154868583698e-13
0.002	-0.087	-0.0008297372651461871	0.00994078418567266	9.115921494222848e-13
0.002	-0.08800000000000001	-0.0007350547573595899	0.009152956395056765	8.400674940115096e-13
0.002	-0.08900000000000001	-0.0006552923741585451	0.008468928966140862	7.765940969762433e-13
0.002	-0.09	-0.0005747814729227368	0.007850585250678187	7.20418361163824e-13
0.002	-0.091	-0.0005054154526273484	0.007318710439063598	6.711070668498416e-13
0.002	-0.092	-0.00043579762383201044	0.006845611875816337	6.281417707575436e-13
0.002	-0.09300000000000001	-0.00037459057570581733	0.006446799959811111	5.911476470780141e-13
0.002	-0.094	-0.00031308525067818747	0.006100509896513614	5.597553937511003e-13
0.002	-0.095	-0.00025791281523158846	0.00582030543554707	5.336896124456199e-13
0.002	-0.096	-0.0002021274992464583	0.005587178488897819	5.126741157234248e-13
0.002	-0.09699999999999999	-0.00015097646438259822	0.00541548402491711	4.965542386191517e-13
0.002	-0.098	-0.00009884080176831107	0.005286195117050135	4.851161331449771e-13
0.002	-0.099	-0.00004970881894906058	0.005216957198834521	4.783345478779845e-13
0.002	-0.1	-5.778716216216216e-7	0.005186156184065106	4.760390357134882e-13
0.003	-0.001	-0.00006231381241836632	0.9983924444890987	1.3683824989107616e-10
0.003	-0.002	-0.0001308606701497036	0.9983296493519541	1.3682956971444862e-10
0.003	-0.003	-0.00020734137948357279	0.9982228976188083	1.3681457668209202e-10
0.003	-0.004	-0.0002999164824675977	0.9980659097759469	1.36791692580074e-10
0.003	-0.005	-0.00041242652968954084	0.9978461267959409	1.3675933919446234e-10
0.003	-0.006	-0.0005503529086707525	0.9975447101376469	1.3671514920435857e-10
0.003	-0.006999999999999999	-0.0007196636692454536	0.997149100773636	1.366575443958305e-10
0.003	-0.008	-0.0009263099065608359	0.9966341806490505	1.3658336834101352e-10
0.003	-0.009000000000000001	-0.0011767745905757057	0.9959685521953179	1.3648788639811075e-10
0.003	-0.01	-0.0014779651863759667	0.995133376871295	1.3636715303229163e-10
0.003	-0.011000000000000001	-0.0018367891590475231	0.9940784185672661	1.3621643360175919e-10
0.003	-0.012	-0.0022613659198231686	0.9927722797146589	1.3603020435775053e-10
0.003	-0.013000000000000001	-0.002760423992766	0.9911647242037576	1.358021524445366e-10
0.003	-0.013999999999999999	-0.0033415867075253696	0.9892055159248467	1.3552438679245588e-10
0.003	-0.015	-0.004013714457952376	0.986838139254496	1.351890163318471e-10
0.003	-0.016	-0.004786477695167286	0.9839935195418467	1.3478814999304885e-10
0.003	-0.017	-0.0056691198633577805	0.9806088616497538	1.3431152938550132e-10
0.003	-0.018000000000000002	-0.006670413443182959	0.9765962523862152	1.3374810701167858e-10
0.003	-0.019	-0.007799281623631065	0.9718803375866573	1.3308762448102083e-10
0.003	-0.02	-0.009063222144077163	0.9663732040590776	1.3231745608206986e-10
0.003	-0.021	-0.010486097156636188	0.959974379584045	1.3142497610336744e-10
0.003	-0.022000000000000002	-0.012047309856324724	0.9525896714558424	1.3039755883345538e-10
0.003	-0.023	-0.013756719079674469	0.9441186074550386	1.2922021123997703e-10
0.003	-0.024	-0.015612189792022507	0.9344607153622023	1.2788109671844034e-10
0.003	-0.025	-0.017610393851100168	0.9235155229579021	1.263660113434548e-10
0.003	-0.026000000000000002	-0.019741409625238623	0.9111825580227066	1.2466232940356225e-10
0.003	-0.027000000000000003	-0.021990857028031746	0.8973801868783281	1.2275900340123665e-10
0.003	-0.027999999999999997	-0.024338013664221843	0.8820267758464784	1.2064498583895215e-10
0.003	-0.028999999999999998	-0.02675751029840249	0.865059529790013	1.1831317475401348e-10
0.003	-0.03	-0.029217133025218524	0.8464344921129308	1.1575804639765765e-10
0.003	-0.031000000000000003	-0.031679832713754644	0.8261391037878026	1.1297802255595243e-10
0.003	-0.032	-0.034103473826986835	0.8041733648146286	1.0997389233586394e-10
0.003	-0.033	-0.036441399578016676	0.7805812317894102	1.0675196859312127e-10
0.003	-0.034	-0.038645948457751426	0.7554317793630061	1.0332172061131808e-10
0.003	-0.035	-0.04066795187380689	0.7288380387822766	9.969893052977715e-11
0.003	-0.036000000000000004	-0.042460941424696065	0.70093815934894	9.590095870175352e-11
0.003	-0.037000000000000005	-0.04398246759770923	0.6719079674470009	9.195226744319749e-11
0.003	-0.038	-0.04519416256405104	0.6419421280016075	8.787968639095772e-11
0.003	-0.039	-0.04602117452024515	0.6112754948256807	8.371241250278136e-11
0.003	-0.04	-0.04653804129408218	0.580137270169798	7.948201005731395e-11
0.003	-0.040999999999999995	-0.046738106601024815	0.548771727117452	7.522114808295359e-11
0.003	-0.042	-0.04655945443584848	0.5174281623631065	7.096210105461536e-11
0.003	-0.043	-0.045962335476740675	0.4863608962121973	6.673690671512445e-11
0.003	-0.044000000000000004	-0.045101414146488494	0.45578719983924443	6.257649805755351e-11
0.003	-0.045	-0.04395697277202853	0.42590864563448205	5.850794145084105e-11
0.003	-0.046	-0.04256543253290465	0.396906711544258	5.455554138954416e-11
0.003	-0.047	-0.04096855219531799	0.3689327338490907	5.074005138687226e-11
0.003	-0.048	-0.03920859288656686	0.3421116748718979	4.707843724259733e-11
0.003	-0.049	-0.03732524113332663	0.3165358434642821	4.358371922166064e-11
0.003	-0.05	-0.035358120667135534	0.292272430422988	4.026528769695926e-11
0.003	-0.051	-0.033341454837737365	0.2693591128303024	3.712906097073921e-11
0.003	-0.052000000000000005	-0.03131097407816738	0.24783419571988344	3.4177564185292135e-11
0.003	-0.053	-0.02929506179041495	0.22767758464784485	3.141111298340449e-11
0.003	-0.054000000000000006	-0.027317391741183555	0.20886604541344317	2.882726113348124e-11
0.003	-0.055	-0.025393788305033655	0.1913631568371345	2.6421826368601864e-11
0.003	-0.055999999999999994	-0.023535680196925552	0.17512307846880337	2.4189048207913555e-11
0.003	-0.057	-0.021751921531196622	0.16009055058776245	2.2121745778024438e-11
0.003	-0.057999999999999996	-0.020077112428413542	0.14623982718778256	2.0212264741362985e-11
0.003	-0.059000000000000004	-0.01849341906962725	0.13347859941726112	1.845255620687458e-11
0.003	-0.06	-0.016997262132020494	0.12173904852808198	1.6833782176538473e-11
0.003	-0.061	-0.015586757761478949	0.1109520998693861	1.534702574163731e-11
0.003	-0.062000000000000006	-0.01428658444690043	0.10107756455340097	1.3983291082757102e-11
0.003	-0.063	-0.013084748317090325	0.09204322817241033	1.2734687130236473e-11
0.003	-0.064	-0.011959459459459459	0.08377436451321209	1.159277043953774e-11
0.003	-0.065	-0.010905631467899125	0.07620880639003315	1.0549018655426612e-11
0.003	-0.066	-0.009967472118959108	0.06932834321310158	9.596093083118004e-12
0.003	-0.067	-0.009090035667637896	0.0630456897417864	8.727286313399737e-12
0.003	-0.068	-0.008269554405706822	0.057310170300411925	7.935259651486727e-12
0.003	-0.069	-0.007538053853109614	0.052100560132623326	7.2136607863015605e-12
0.003	-0.07	-0.0068625037677082276	0.04735776901436753	6.557250047589079e-12
0.003	-0.071	-0.006229497387722295	0.04303300512408319	5.9599039652920475e-12
0.003	-0.07200000000000001	-0.0056715877122475635	0.03911452577112428	5.416611710175491e-12
0.003	-0.073	-0.005153339445393349	0.035550462172209384	4.923293599224473e-12
0.003	-0.07400000000000001	-0.004669553149804079	0.03230520948457751	4.474875674646723e-12
0.003	-0.075	-0.004248304531297096	0.0293726137847885	4.067925321139541e-12
